text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
Using Machine Learning Techniques to Identify Key Risk Factors for Diabetes and Undiagnosed Diabetes,0,0,1,0,0,"cs.ai, stat.ml, cs.lg",0.5458593368530273,12.0,123.0,135.0,[]
Expedition: A System for the Unsupervised Learning of a Hierarchy of Concepts,0,1,1,0,0,"cs.ai, cs.lg, stat.ml",0.6065096855163574,12.0,123.0,135.0,[]
Is Model Ensemble Necessary? Model-based RL via a Single Model with Lipschitz Regularized Value Function,0,0,1,0,0,"cs.ai, cs.lg, stat.ml",0.6681153774261475,12.0,127.0,139.0,[]
"Nonconvex, Fully Distributed Optimization based CAV Platooning Control under Nonlinear Vehicle Dynamics",0,0,0,1,0,"math.oc, cs.lg",0.5584666728973389,8.0,125.0,133.0,[]
From Universal Language Model to Downstream Task: Improving RoBERTa-Based Vietnamese Hate Speech Detection,0,1,1,0,0,"cs.ai, cs.cl, stat.ml",0.5379278659820557,11.0,126.0,137.0,[]
Generating meta-learning tasks to evolve parametric loss for classification learning,1,0,1,0,0,"cs.ai, cs.lg, stat.ml",0.6763319969177246,12.0,120.0,132.0,[]
Improved Binary Forward Exploration: Learning Rate Scheduling Method for Stochastic Optimization,0,0,1,1,0,"cs.lg, stat.ml",0.60807204246521,8.0,120.0,128.0,[]
On a Generalized Framework for Time-Aware Knowledge Graphs,1,0,0,0,0,"cs.ai, cs.lg",0.47829675674438477,8.0,119.0,127.0,[]
Let's Play Again: Variability of Deep Reinforcement Learning Agents in Atari Environments,1,0,1,0,1,"cs.ai, cs.lg",0.5265190601348877,8.0,123.0,131.0,[]
Teleo-Reactive Programs for Agent Control,1,0,0,0,0,cs.ai,0.5916244983673096,4.0,115.0,119.0,[]
On the Optimal Control of Impulsive Hybrid Systems On Riemannian Manifolds,0,0,0,1,0,math.oc,0.5356175899505615,4.0,124.0,128.0,[]
Supervised Contrastive Learning for Multimodal Unreliable News Detection in COVID-19 Pandemic,0,1,0,0,0,"cs.ai, cs.lg, stat.ml",0.5631952285766602,12.0,126.0,138.0,[]
AUC Optimization from Multiple Unlabeled Datasets,0,0,1,0,0,stat.ml,0.4617495536804199,4.0,117.0,121.0,[]
"Sex, drugs, and violence",0,1,0,0,0,none of the provided labels apply to the text.,0.5526025295257568,11.0,113.0,124.0,[]
"I'm sorry Dave, I'm afraid I can't do that, Deep Q-learning from forbidden action",0,0,1,0,1,"cs.ai, cs.lg",1.139202356338501,8.0,124.0,132.0,[]
ProKD: An Unsupervised Prototypical Knowledge Distillation Network for Zero-Resource Cross-Lingual Named Entity Recognition,1,1,0,0,0,"cs.cl, cs.ai, stat.ml",0.8788914680480957,11.0,133.0,144.0,[]
NLI Data Sanity Check: Assessing the Effect of Data Corruption on Model Performance,0,1,0,0,0,"cs.ai, stat.ml",0.5487461090087891,8.0,125.0,133.0,[]
One-Step Distributional Reinforcement Learning,0,0,1,0,1,"cs.ai, cs.lg",0.4869678020477295,8.0,114.0,122.0,[]
Memory-efficient training with streaming dimensionality reduction,0,0,1,0,1,cs.lg,1.009521245956421,4.0,115.0,119.0,[]
Semi-infinite optimization with sums of exponentials via polynomial approximation,0,0,0,1,0,math.oc,0.5436720848083496,4.0,119.0,123.0,[]
MST-GAT: A Multimodal Spatial-Temporal Graph Attention Network for Time Series Anomaly Detection,1,0,1,0,0,"cs.ai, cs.lg",0.6537060737609863,8.0,127.0,135.0,[]
Adam revisited: a weighted past gradients perspective,0,0,1,1,0,"stat.ml, cs.lg",0.6703071594238281,8.0,116.0,124.0,[]
Modularity Component Analysis versus Principal Component Analysis,0,0,0,0,1,"cs.ai, stat.ml, math.oc",0.5771186351776123,12.0,115.0,127.0,[]
High-order maximum principles for the stability analysis of positive bilinear control systems,0,0,0,1,0,math.oc,0.5356988906860352,4.0,121.0,125.0,[]
Zero-shot Text-to-SQL Learning with Auxiliary Task,0,1,1,0,0,"cs.ai, cs.lg",0.46205997467041016,8.0,117.0,125.0,[]
A Crowd-Annotated Spanish Corpus for Humor Analysis,0,1,0,0,0,cs.cl,0.4591553211212158,3.0,117.0,120.0,[]
A*Net: A Scalable Path-based Reasoning Approach for Knowledge Graphs,1,0,1,0,0,"cs.ai, cs.lg",0.5975430011749268,8.0,123.0,131.0,[]
Enhanced E-Commerce Attribute Extraction: Innovating with Decorative Relation Correction and LLAMA 2.0-Based Annotation,1,0,0,0,0,"cs.ai, cs.cl, stat.ml",0.5651869773864746,11.0,128.0,139.0,[]
"Model Predictive Control, Cost Controllability, and Homogeneity *",0,0,0,1,0,math.oc,0.48695969581604004,4.0,121.0,125.0,[]
Deep Latent State Space Models for Time-Series Generation,1,0,1,0,1,"cs.ai, cs.lg, stat.ml",0.9879522323608398,12.0,117.0,129.0,[]
"Fuzzy Knowledge Representation, Learning and Optimization with Bayesian Analysis in Fuzzy Semantic Networks",1,0,0,0,0,"cs.ai, stat.ml, cs.lg",0.4778921604156494,12.0,123.0,135.0,[]
Enhancing Computation Efficiency in Large Language Models through Weight and Activation Quantization,0,1,0,0,0,"cs.ai, cs.lg",0.6512353420257568,8.0,122.0,130.0,[]
Crypto Pump and Dump Detection via Deep Learning Techniques,0,0,1,0,0,"cs.ai, stat.ml",0.7207672595977783,8.0,116.0,124.0,[]
Parallel hybrid methods for generalized equilibrium problems and asymptotically strictly pseudocontractive mappings,0,0,0,1,0,math.oc,0.5944654941558838,4.0,124.0,128.0,[]
Thompson Sampling for Unsupervised Sequential Selection,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.7365381717681885,12.0,115.0,127.0,[]
Stochastic Linear Bandits Robust to Adversarial Attacks,0,0,1,0,1,"cs.lg, stat.ml",0.47119665145874023,8.0,119.0,127.0,[]
"Multiphase mean curvature flows with high mobility contrasts: a phase-field approach, with applications to nanowires",0,0,0,1,0,math.oc,0.49373650550842285,4.0,129.0,133.0,[]
Reducing Training Sample Memorization in GANs by Training with Memorization Rejection,0,0,1,0,0,"cs.ai, cs.lg",0.7826459407806396,8.0,123.0,131.0,[]
Contextual Bandits with Random Projection,0,0,1,0,1,"stat.ml, cs.lg",0.5974245071411133,8.0,114.0,122.0,[]
ELM: Embedding and Logit Margins for Long-Tail Learning,0,0,1,0,1,"cs.lg, stat.ml",0.6405224800109863,8.0,122.0,130.0,[]
Memory Gym: Partially Observable Challenges to Memory-Based Agents in Endless Episodes,0,0,1,0,0,"cs.ai, cs.lg",0.7629058361053467,8.0,121.0,129.0,[]
Communication-Efficient {Federated} Learning Using Censored Heavy Ball Descent,1,0,1,0,0,cs.lg,0.5043148994445801,4.0,122.0,126.0,[]
First- and Second-Order Analysis for Optimization Problems with Manifold-Valued Constraints,0,0,0,1,0,math.oc,0.5545964241027832,4.0,123.0,127.0,[]
Examining Political Rhetoric with Epistemic Stance Detection,0,1,0,0,0,cs.cl,0.5817883014678955,3.0,120.0,123.0,[]
On the Reduction of Biases in Big Data Sets for the Detection of Irregular Power Usage,0,0,1,0,0,stat.ml,0.579014778137207,4.0,125.0,129.0,[]
Federated Stochastic Gradient Descent Begets Self-Induced Momentum,0,0,1,0,0,"cs.lg, stat.ml",0.5067925453186035,8.0,120.0,128.0,[]
Leveraging Pre-Trained 3D Object Detection Models For Fast Ground Truth Generation,1,0,1,0,1,"cs.ai, cs.lg",0.5700128078460693,8.0,123.0,131.0,[]
Fully Bayesian Recurrent Neural Networks for Safe Reinforcement Learning,0,0,1,0,1,"cs.ai, cs.lg, stat.ml",1.051030158996582,12.0,118.0,130.0,[]
Second-order KKT optimality conditions for multi-objective optimal control problems,0,0,0,1,0,math.oc,3.4781854152679443,4.0,121.0,125.0,[]
Autoencoding Binary Classifiers for Supervised Anomaly Detection,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.5164520740509033,12.0,118.0,130.0,[]
Learning Generative Models of Structured Signals from Their Superposition Using GANs with Application to Denoising and Demixing,0,0,1,0,1,"cs.lg, cs.ai",0.797832727432251,8.0,130.0,138.0,[]
Architecture Selection via the Trade-off Between Accuracy and Robustness,0,0,1,0,1,"cs.ai, cs.lg",0.4562950134277344,8.0,118.0,126.0,[]
SeamlessM4T: Massively Multilingual & Multimodal Machine Translation,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.635042667388916,11.0,123.0,134.0,[]
Orlicz-space regularization for optimal transport and algorithms for quadratic regularization,0,0,0,1,0,math.oc,0.4613025188446045,4.0,122.0,126.0,[]
Infinite Sparse Structured Factor Analysis,0,0,0,0,1,"cs.ai, stat.ml",0.4570610523223877,8.0,112.0,120.0,[]
A multi-functional simulation platform for on-demand ride service operations,1,0,0,0,0,"cs.ai, cs.lg",0.5829575061798096,8.0,118.0,126.0,[]
Mean-field games of speedy information access with observation costs,0,0,0,1,0,"cs.ai, cs.lg",0.4604377746582031,8.0,117.0,125.0,[]
Longitudinal Deep Kernel Gaussian Process Regression,0,0,1,0,1,"cs.lg, stat.ml",0.6246147155761719,8.0,115.0,123.0,[]
Transferring Agent Behaviors from Videos via Motion GANs,1,0,1,0,1,"cs.ai, cs.lg",0.5583961009979248,8.0,119.0,127.0,[]
Heavy Traffic Queue Length Behavior in Switches with Reconfiguration Delay,0,0,0,1,0,math.oc,0.5524694919586182,4.0,119.0,123.0,[]
Proofing Tools Technology at Neurosoft S.A.,0,1,0,0,0,cs.ai,0.6077063083648682,4.0,117.0,121.0,[]
Transformed Subspace Clustering,0,0,1,0,1,cs.lg,0.5521628856658936,4.0,113.0,117.0,[]
Model enumeration in propositional circumscription via unsatisfiable core analysis,1,0,0,0,0,"cs.ai, cs.lg",0.48620080947875977,8.0,121.0,129.0,[]
System Design for an Integrated Lifelong Reinforcement Learning Agent for Real-Time Strategy Games,1,0,1,0,0,"cs.ai, cs.lg",0.5283589363098145,8.0,123.0,131.0,[]
Effective Large Language Model Adaptation for Improved Grounding,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.498044490814209,11.0,117.0,128.0,[]
Fast Approximate Nearest Neighbor Search With The Navigating Spreading-out Graph,0,0,1,0,0,math.oc,0.5561513900756836,4.0,122.0,126.0,[]
ZLPR: A Novel Loss for Multi-label Classification,0,1,1,0,0,"cs.ai, stat.ml, cs.lg",0.6201026439666748,12.0,118.0,130.0,[]
Bayesian Optimization using Pseudo-Points,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.6456456184387207,12.0,114.0,126.0,[]
Bayesian Optimisation for Mixed-Variable Inputs using Value Proposals,0,0,1,0,1,"cs.lg, stat.ml",0.5500435829162598,8.0,119.0,127.0,[]
Learning Word Embeddings for Hyponymy with Entailment-Based Distributional Semantics,0,1,0,0,0,"cs.cl, stat.ml",0.5582971572875977,7.0,124.0,131.0,[]
Scene Graph Modification Based on Natural Language Commands,0,1,0,0,0,"cs.ai, cs.cl",0.4191727638244629,7.0,115.0,122.0,[]
Frank-Wolfe-based Algorithms for Approximating Tyler's M-estimator,0,0,1,1,1,"math.oc, stat.ml",0.628075122833252,8.0,122.0,130.0,[]
Naive Bayes and Exemplar-Based approaches to Word Sense Disambiguation Revisited,1,1,0,0,0,"cs.ai, cs.cl",0.5068302154541016,7.0,124.0,131.0,[]
Necessary conditions involving Lie brackets for impulsive optimal control problems; the commutative case,0,0,0,1,0,math.oc,0.5578351020812988,4.0,124.0,128.0,[]
How Infinitely Wide Neural Networks Can Benefit from Multi-task Learning -- an Exact Macroscopic Characterization,0,0,1,0,1,"cs.ai, cs.lg, stat.ml",0.7006824016571045,12.0,126.0,138.0,[]
Not All Linearizations Are Equally Data-Hungry in Sequence Labeling Parsing,0,1,0,0,0,"cs.lg, cs.cl",0.4948246479034424,7.0,123.0,130.0,[]
Selecting Features by their Resilience to the Curse of Dimensionality,0,0,1,0,0,"cs.ai, stat.ml, cs.lg",0.5290687084197998,12.0,120.0,132.0,[]
Latent Geometry and Memorization in Generative Models,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.8944463729858398,12.0,117.0,129.0,[]
A Collection of Deep Learning-based Feature-Free Approaches for Characterizing Single-Objective Continuous Fitness Landscapes,0,0,1,0,0,"cs.ai, cs.lg",0.6529881954193115,8.0,127.0,135.0,[]
SAPFOCS: a metaheuristic based approach to part family formation problems in group technology,1,0,0,0,0,math.oc,0.5597939491271973,4.0,125.0,129.0,[]
IslamicPCQA: A Dataset for Persian Multi-hop Complex Question Answering in Islamic Text Resources,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5175802707672119,11.0,125.0,136.0,[]
A Complete Method of Comparative Statics for Optimization Problems (Unabbreviated Version),0,0,0,1,0,math.oc,0.5455958843231201,4.0,124.0,128.0,[]
Authorship Analysis of Xenophon's Cyropaedia,0,1,0,0,0,cs.cl,0.5608310699462891,3.0,117.0,120.0,[]
Learning Invariances using the Marginal Likelihood,0,0,1,0,1,"stat.ml, math.oc",0.5071103572845459,8.0,117.0,125.0,[]
Question Answering on Knowledge Bases and Text using Universal Schema and Memory Networks,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",1.335808515548706,11.0,121.0,132.0,[]
Online Clustering of Bandits with Misspecified User Models,1,0,1,0,0,"cs.lg, stat.ml",0.6484107971191406,8.0,118.0,126.0,[]
Training Language Models with Language Feedback,1,1,1,0,0,"cs.ai, cs.cl",0.4997556209564209,7.0,113.0,120.0,[]
A probabilistic estimation and prediction technique for dynamic continuous social science models: The evolution of the attitude of the Basque Country population towards ETA as a case study,0,0,1,0,0,"cs.ai, stat.ml",0.501734733581543,8.0,138.0,146.0,[]
Athena 2.0: Contextualized Dialogue Management for an Alexa Prize SocialBot,0,1,0,0,0,"cs.ai, cs.cl",0.5760085582733154,7.0,124.0,131.0,[]
Controller Synthesis for Safety of Physically-Viable Data-Driven Models,0,0,0,1,0,"cs.ai, cs.lg, stat.ml",0.8182947635650635,12.0,121.0,133.0,[]
A Convex Similarity Index for Sparse Recovery of Missing Image Samples,0,0,1,0,1,"math.oc, cs.lg",0.5347340106964111,8.0,120.0,128.0,[]
SECTOR: A Neural Model for Coherent Topic Segmentation and Classification,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6603801250457764,11.0,121.0,132.0,[]
Deep Sets for Generalization in RL,1,0,1,0,1,"cs.ai, cs.lg",0.5501282215118408,8.0,114.0,122.0,[]
Certified Robustness in Federated Learning,0,0,1,0,0,"cs.ai, stat.ml, cs.lg",0.6471412181854248,12.0,114.0,126.0,[]
Healthcare Cost Prediction: Leveraging Fine-grain Temporal Patterns,0,0,1,0,0,"cs.lg, stat.ml",0.6106030941009521,8.0,118.0,126.0,[]
"A Survey in Automatic Irony Processing: Linguistic, Cognitive, and Multi-X Perspectives",0,1,0,0,0,cs.cl,0.48100852966308594,3.0,124.0,127.0,[]
Streaming Attention-Based Models with Augmented Memory for End-to-End Speech Recognition,0,1,0,0,0,"cs.ai, cs.lg",0.6077489852905273,8.0,121.0,129.0,[]
Adapting Auxiliary Losses Using Gradient Similarity,0,0,1,0,1,"cs.lg, stat.ml",0.7042815685272217,8.0,117.0,125.0,[]
Can Language Models Teach Weaker Agents? Teacher Explanations Improve Students via Personalization,1,1,1,0,0,"cs.ai, cs.cl, stat.ml",0.7070071697235107,11.0,124.0,135.0,[]
Player-optimal Stable Regret for Bandit Learning in Matching Markets,0,0,1,0,0,"cs.lg, stat.ml",0.4835388660430908,8.0,120.0,128.0,[]
Cliff-Learning,1,0,1,0,1,cs.ai,0.5888121128082275,4.0,110.0,114.0,[]
A Song of Ice and Fire: Analyzing Textual Autotelic Agents in ScienceWorld,1,1,1,0,0,cs.cl,0.41121745109558105,3.0,126.0,129.0,[]
What Should I Know? Using Meta-gradient Descent for Predictive Feature Discovery in a Single Stream of Experience,1,0,1,0,0,"cs.ai, cs.lg",0.9338932037353516,8.0,128.0,136.0,[]
T-Projection: High Quality Annotation Projection for Sequence Labeling Tasks,0,1,0,0,0,"cs.ai, cs.cl, stat.ml, cs.lg",0.5566744804382324,15.0,120.0,135.0,[]
SSLCL: An Efficient Model-Agnostic Supervised Contrastive Learning Framework for Emotion Recognition in Conversations,0,1,0,0,0,"cs.ai, cs.cl, stat.ml, cs.lg",0.5135107040405273,15.0,127.0,142.0,[]
A modeler's guide to handle complexity in energy systems optimization,0,0,0,1,0,math.oc,0.6038126945495605,4.0,118.0,122.0,[]
Physical-Virtual Collaboration Modeling for Intra-and Inter-Station Metro Ridership Prediction,0,0,1,0,0,"cs.ai, cs.lg",0.5028374195098877,8.0,123.0,131.0,[]
TFE-GNN: A Temporal Fusion Encoder Using Graph Neural Networks for Fine-grained Encrypted Traffic Classification,1,0,1,0,0,"cs.ai, cs.lg",0.48146843910217285,8.0,128.0,136.0,[]
Verifiable RNN-Based Policies for POMDPs Under Temporal Logic Constraints,1,0,0,0,0,"cs.ai, cs.lg",0.4470672607421875,8.0,122.0,130.0,[]
Out of Order: How Important Is The Sequential Order of Words in a Sentence in Natural Language Understanding Tasks?,1,1,1,0,0,"cs.cl, cs.ai",0.5699634552001953,7.0,128.0,135.0,[]
Depth Uncertainty in Neural Networks,0,0,1,0,1,"cs.ai, cs.lg",0.4297056198120117,8.0,113.0,121.0,[]
SAFE: Scalable Automatic Feature Engineering Framework for Industrial Tasks,0,0,1,0,1,cs.lg,0.4945838451385498,4.0,118.0,122.0,[]
Cognitive Dynamic Systems: A Technical Review of Cognitive Radar,1,0,0,0,0,cs.ai,0.8038403987884521,4.0,117.0,121.0,[]
Neural Text Generation with Artificial Negative Examples,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5899887084960938,11.0,114.0,125.0,[]
Deep Understanding based Multi-Document Machine Reading Comprehension,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.49544477462768555,11.0,118.0,129.0,[]
Addressing Exposure Bias With Document Minimum Risk Training: Cambridge at the WMT20 Biomedical Translation Task,0,1,0,0,0,"cs.cl, stat.ml, cs.lg",0.683215856552124,11.0,126.0,137.0,[]
Enabling Medical Translation for Low-Resource Languages,0,1,0,0,0,"cs.cl, cs.ai",0.5944232940673828,7.0,116.0,123.0,[]
The Minimax Complexity of Distributed Optimization,0,0,1,1,0,math.oc,0.5509557723999023,4.0,114.0,118.0,[]
Heterogeneous domain adaptation: An unsupervised approach,0,0,1,0,1,"cs.ai, cs.lg",0.5351345539093018,8.0,118.0,126.0,[]
Accurate Kernel Learning for Linear Gaussian Markov Processes using a Scalable Likelihood Computation,0,0,1,0,1,"math.oc, cs.lg",0.5277302265167236,8.0,124.0,132.0,[]
Human-like Summarization Evaluation with ChatGPT,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.4622485637664795,11.0,116.0,127.0,[]
Synapse at CAp 2017 NER challenge: Fasttext CRF,0,1,0,0,0,"cs.ai, cs.cl, stat.ml, cs.lg",1.0723776817321777,15.0,123.0,138.0,[]
Differential Privacy for Multi-armed Bandits: What Is It and What Is Its Cost?,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.8001513481140137,12.0,125.0,137.0,[]
Beyond Noise: Mitigating the Impact of Fine-grained Semantic Divergences on Neural Machine Translation,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6155123710632324,11.0,127.0,138.0,[]
The Effect of Natural Distribution Shift on Question Answering Models,0,1,1,0,1,"cs.ai, cs.cl, stat.ml",0.9378666877746582,11.0,118.0,129.0,[]
Forecasting Unobserved Node States with spatio-temporal Graph Neural Networks,0,0,1,0,0,"cs.ai, cs.lg",0.47695422172546387,8.0,122.0,130.0,[]
One Representation per Word - Does it make Sense for Composition?,0,1,0,0,0,"cs.cl, cs.ai",0.5772130489349365,7.0,119.0,126.0,[]
Recursive Binding for Similarity-Preserving Hypervector Representations of Sequences,1,0,0,0,0,"cs.ai, cs.lg",0.5019981861114502,8.0,122.0,130.0,[]
On Planning while Learning,1,0,0,0,0,"cs.ai, cs.lg",0.6432807445526123,8.0,111.0,119.0,[]
Perspectives on characteristics based curse-of-dimensionality-free numerical approaches for solving Hamilton-Jacobi equations,0,0,0,1,0,math.oc,0.6494195461273193,4.0,125.0,129.0,[]
A Discourse-based Approach in Text-based Machine Translation,0,1,0,0,0,"cs.cl, cs.ai, stat.ml",0.5235731601715088,11.0,117.0,128.0,[]
Convex Point Estimation using Undirected Bayesian Transfer Hierarchies,0,0,1,0,1,"stat.ml, cs.lg",0.5134813785552979,8.0,120.0,128.0,[]
Predicting and controlling the dynamics of infectious diseases,0,0,0,1,0,"cs.ai, stat.ml",0.6858963966369629,8.0,116.0,124.0,[]
Reflection-Tuning: Data Recycling Improves LLM Instruction-Tuning,0,1,0,0,0,"cs.ai, cs.lg, stat.ml",0.7021505832672119,12.0,120.0,132.0,[]
Analysing Fuzzy Sets Through Combining Measures of Similarity and Distance,1,0,0,0,0,math.oc,0.5419485569000244,4.0,121.0,125.0,[]
Flexible Complementarity Solvers for Large-Scale Applications,0,0,0,1,0,math.oc,0.6726377010345459,4.0,117.0,121.0,[]
Varying-coefficient models with isotropic Gaussian process priors,0,0,1,0,1,"stat.ml, math.oc",0.5844149589538574,8.0,120.0,128.0,[]
Tutorials on Advanced Optimization Methods,0,0,0,1,0,math.oc,0.4340803623199463,4.0,112.0,116.0,[]
Non-parametric Probabilistic Time Series Forecasting via Innovations Representation,0,0,1,0,0,"cs.ai, stat.ml",0.4595062732696533,8.0,120.0,128.0,[]
Equitable Continuous Organizations with Self-Assessed Valuations,0,0,0,1,0,math.oc,0.685530424118042,4.0,118.0,122.0,[]
An Efficient Solution to s-Rectangular Robust Markov Decision Processes,0,0,1,1,0,"cs.ai, cs.lg, math.oc",0.6061277389526367,12.0,120.0,132.0,[]
"Story-thinking, computational-thinking, programming and software engineering",0,1,0,0,0,"cs.ai, cs.cl, cs.lg",0.5840277671813965,11.0,117.0,128.0,[]
GraphNorm: A Principled Approach to Accelerating Graph Neural Network Training,0,0,1,1,1,"cs.ai, cs.lg",0.4652860164642334,8.0,121.0,129.0,[]
Robust Semi-Supervised Graph Classifier Learning with Negative Edge Weights,0,0,1,0,0,"cs.lg, stat.ml",0.9574713706970215,8.0,121.0,129.0,[]
Universal and Independent: Multilingual Probing Framework for Exhaustive Model Interpretation and Evaluation,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5441806316375732,11.0,123.0,134.0,[]
Learning to Extract Coherent Summary via Deep Reinforcement Learning,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5697200298309326,11.0,118.0,129.0,[]
Analysis of Q-learning with Adaptation and Momentum Restart for Gradient Descent,0,0,1,1,0,"cs.ai, cs.lg",0.49643921852111816,8.0,121.0,129.0,[]
Prior Knowledge Driven Label Embedding for Slot Filling in Natural Language Understanding,0,1,1,0,0,"cs.ai, cs.cl, stat.ml",0.6426529884338379,11.0,120.0,131.0,[]
Learning optimal Bayesian prior probabilities from data,0,0,1,0,1,"stat.ml, cs.lg",0.6306662559509277,8.0,114.0,122.0,[]
Cross Copy Network for Dialogue Generation,0,1,0,0,0,"cs.ai, cs.cl",0.6524403095245361,7.0,113.0,120.0,[]
Measuring Mathematical Problem Solving With the MATH Dataset,1,1,1,0,0,"math.oc, stat.ml",0.6039333343505859,8.0,117.0,125.0,[]
Decision-Making with Belief Functions: a Review,1,0,0,0,0,"cs.ai, cs.lg",0.42070627212524414,8.0,117.0,125.0,[]
Linear-quadratic optimal control under non-Markovian switching,0,0,0,1,0,math.oc,6.350179672241211,4.0,119.0,123.0,[]
Continuously Learning Neural Dialogue Management,0,1,1,0,0,"cs.ai, cs.cl",0.5201213359832764,7.0,113.0,120.0,[]
LongQLoRA: Efficient and Effective Method to Extend Context Length of Large Language Models,1,1,0,0,0,"cs.ai, cs.lg",0.7725746631622314,8.0,124.0,132.0,[]
Adversarial Training for Aspect-Based Sentiment Analysis with BERT,0,1,1,0,1,"cs.ai, cs.cl, stat.ml",0.5232789516448975,11.0,120.0,131.0,[]
How Well Do You Know Your Audience? Toward Socially-aware Question Generation,0,1,0,0,0,"cs.ai, cs.cl",0.5116405487060547,7.0,122.0,129.0,[]
Quadratic nonseparable resource allocation problems with generalized bound constraints,0,0,0,1,0,math.oc,0.5229198932647705,4.0,119.0,123.0,[]
Stochastic Variance-Reduced Prox-Linear Algorithms for Nonconvex Composite Optimization,0,0,0,1,0,"math.oc, stat.ml",0.596299409866333,8.0,124.0,132.0,[]
Is Fine-tuning Needed? Pre-trained Language Models Are Near Perfect for Out-of-Domain Detection,0,1,1,0,0,"cs.cl, stat.ml",2.7953317165374756,7.0,126.0,133.0,[]
Modal-specific Pseudo Query Generation for Video Corpus Moment Retrieval,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5860905647277832,11.0,118.0,129.0,[]
"Towards a framework for evaluating the safety, acceptability and efficacy of AI systems for health: an initial synthesis",1,0,0,0,0,cs.ai,0.6129341125488281,4.0,128.0,132.0,[]
Evidential relational clustering using medoids,1,0,0,0,0,cs.lg,0.6222233772277832,4.0,114.0,118.0,[]
Speeding Up OPFython with Numba,1,0,1,0,0,"math.oc, cs.lg",0.6106419563293457,8.0,116.0,124.0,[]
Open-domain Topic Identification of Out-of-domain Utterances using Wikipedia,0,1,1,0,0,"cs.cl, cs.ai",0.5831491947174072,7.0,120.0,127.0,[]
Sentiment Analysis at SEPLN (TASS)-2019: Sentiment Analysis at Tweet level using Deep Learning,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6769886016845703,11.0,130.0,141.0,[]
The Internet of Federated Things (IoFT): A Vision for the Future and In-depth Survey of Data-driven Approaches for Federated Learning,0,0,1,0,0,"cs.ai, stat.ml, cs.lg",0.7557151317596436,12.0,135.0,147.0,[]
Leveraging Acoustic and Linguistic Embeddings from Pretrained speech and language Models for Intent Classification,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.594569206237793,11.0,125.0,136.0,[]
"A Lagrangian-Based Method with ""False Penalty'' for Linearly Constrained Nonconvex Composite Optimization",0,0,0,1,0,math.oc,0.9853839874267578,4.0,129.0,133.0,[]
An Application of BnB-NSGAII: Initializing NSGAII to Solve 3 Stage Reducer Problem,0,0,0,1,0,math.oc,0.4877908229827881,4.0,131.0,135.0,[]
Implementing a Unit Commitment Power Market Model in FICO Xpress-Mosel,0,0,0,1,0,math.oc,0.6339044570922852,4.0,123.0,127.0,[]
A Combination of Multi-Objective Genetic Algorithm and Deep Learning for Music Harmony Generation,1,0,0,0,0,"cs.ai, cs.lg",0.627293586730957,8.0,122.0,130.0,[]
CausalNLP: A Practical Toolkit for Causal Inference with Text,0,1,1,0,0,"cs.cl, stat.ml",0.46963071823120117,7.0,122.0,129.0,[]
Mitigating Racial Biases in Toxic Language Detection with an Equity-Based Ensemble Framework,0,1,1,0,0,"cs.ai, cs.cl, stat.ml",1.0563757419586182,11.0,124.0,135.0,[]
ECSP: A New Task for Emotion-Cause Span-Pair Extraction and Classification,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5251247882843018,11.0,123.0,134.0,[]
Ranking Constraint Relaxations for Mixed Integer Programs Using a Machine Learning Approach,0,0,0,1,0,"cs.lg, stat.ml",0.4696929454803467,8.0,120.0,128.0,[]
FonMTL: Towards Multitask Learning for the Fon Language,1,1,0,0,0,"cs.ai, cs.lg",0.7976293563842773,8.0,120.0,128.0,[]
Towards better traffic volume estimation: Jointly addressing the underdetermination and nonequilibrium problems with correlation-adaptive GNNs,0,0,1,0,1,"cs.ai, cs.lg, stat.ml",0.8552942276000977,12.0,132.0,144.0,[]
Deep-gKnock: nonlinear group-feature selection with deep neural network,0,0,1,0,1,"cs.ai, cs.lg, stat.ml",0.6173057556152344,12.0,120.0,132.0,[]
Anytime Generation of Counterfactual Explanations for Text Classification,0,1,1,0,0,"cs.ai, cs.cl, stat.ml",0.47754979133605957,11.0,119.0,130.0,[]
