text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,response_time,vram_usage,ram_usage,total_time,cs.AI pred,cs.CL pred,stat.ML pred,math.OC pred,cs.LG pred
A Crowd-Annotated Spanish Corpus for Humor Analysis,0,1,0,0,0,2.29134202003479,4286,86.6953125,0.2450439,0,1,0,0,0
A*Net: A Scalable Path-based Reasoning Approach for Knowledge Graphs,1,0,1,0,0,2.3859424591064453,4286,86.51171875,0.3363321,1,1,0,1,0
Enhanced E-Commerce Attribute Extraction: Innovating with Decorative Relation Correction and LLAMA 2.0-Based Annotation,1,0,0,0,0,2.4129154682159424,4285,86.72265625,0.3734989,0,1,0,0,0
"Model Predictive Control, Cost Controllability, and Homogeneity *",0,0,0,1,0,2.3608744144439697,4287,86.73046875,0.3107655,1,0,0,1,0
Deep Latent State Space Models for Time-Series Generation,1,0,1,0,1,2.435593366622925,4287,86.73046875,0.3869586,1,1,1,0,0
"Fuzzy Knowledge Representation, Learning and Optimization with Bayesian Analysis in Fuzzy Semantic Networks",1,0,0,0,0,2.4906325340270996,4287,86.64453125,0.4541668,1,1,0,1,1
Enhancing Computation Efficiency in Large Language Models through Weight and Activation Quantization,0,1,0,0,0,2.4403815269470215,4287,86.796875,0.3991827,1,1,0,1,0
Crypto Pump and Dump Detection via Deep Learning Techniques,0,0,1,0,0,2.402000665664673,4285,87.3046875,0.3596773,1,1,0,1,0
Parallel hybrid methods for generalized equilibrium problems and asymptotically strictly pseudocontractive mappings,0,0,0,1,0,2.4367833137512207,4287,87.3203125,0.3903595,1,0,0,1,0
Thompson Sampling for Unsupervised Sequential Selection,0,0,1,0,1,2.3966498374938965,4287,86.26953125,0.3421996,1,1,0,0,1
Stochastic Linear Bandits Robust to Adversarial Attacks,0,0,1,0,1,2.522002935409546,4287,86.25390625,0.4820082,1,1,0,1,0
"Multiphase mean curvature flows with high mobility contrasts: a phase-field approach, with applications to nanowires",0,0,0,1,0,2.3842825889587402,4285,86.62890625,0.340626,0,1,0,1,0
Reducing Training Sample Memorization in GANs by Training with Memorization Rejection,0,0,1,0,0,2.4929416179656982,4285,86.6328125,0.4430914,1,1,0,1,0
Contextual Bandits with Random Projection,0,0,1,0,1,2.449307680130005,4285,86.13671875,0.3987573,1,1,1,0,0
ELM: Embedding and Logit Margins for Long-Tail Learning,0,0,1,0,1,2.4089701175689697,4285,86.62890625,0.3730209,1,1,0,1,0
Memory Gym: Partially Observable Challenges to Memory-Based Agents in Endless Episodes,0,0,1,0,0,2.4266788959503174,4285,86.703125,0.4032578,1,1,0,1,0
Communication-Efficient {Federated} Learning Using Censored Heavy Ball Descent,1,0,1,0,0,2.432827949523926,4285,86.35546875,0.3952191,1,1,0,1,0
First- and Second-Order Analysis for Optimization Problems with Manifold-Valued Constraints,0,0,0,1,0,2.274550676345825,4285,86.6796875,0.2395996,0,0,0,1,0
Examining Political Rhetoric with Epistemic Stance Detection,0,1,0,0,0,2.4809465408325195,4287,86.7734375,0.4297807,0,1,0,1,0
On the Reduction of Biases in Big Data Sets for the Detection of Irregular Power Usage,0,0,1,0,0,2.3366591930389404,4287,86.8046875,0.2809406,0,1,0,1,0
Federated Stochastic Gradient Descent Begets Self-Induced Momentum,0,0,1,0,0,2.3446929454803467,4285,86.8046875,0.310662,1,1,0,0,0
Leveraging Pre-Trained 3D Object Detection Models For Fast Ground Truth Generation,1,0,1,0,1,2.4083681106567383,4285,87.45703125,0.3628658,1,1,0,1,0
Fully Bayesian Recurrent Neural Networks for Safe Reinforcement Learning,0,0,1,0,1,2.5048656463623047,4285,87.46484375,0.4518516,1,1,0,1,1
Second-order KKT optimality conditions for multi-objective optimal control problems,0,0,0,1,0,2.2705471515655518,4285,87.546875,0.235894,0,0,0,1,0
Autoencoding Binary Classifiers for Supervised Anomaly Detection,0,0,1,0,1,2.388887882232666,4285,87.546875,0.3685089,1,1,0,1,0
Learning Generative Models of Structured Signals from Their Superposition Using GANs with Application to Denoising and Demixing,0,0,1,0,1,2.450270891189575,4285,87.546875,0.4064602,1,1,0,0,1
Architecture Selection via the Trade-off Between Accuracy and Robustness,0,0,1,0,1,2.3896937370300293,4285,87.546875,0.3491993,1,1,0,1,0
SeamlessM4T: Massively Multilingual & Multimodal Machine Translation,0,1,0,0,0,2.361534833908081,4285,87.546875,0.3322424,1,1,0,0,1
Orlicz-space regularization for optimal transport and algorithms for quadratic regularization,0,0,0,1,0,2.376312732696533,4285,86.4296875,0.3514097,0,1,0,1,0
Infinite Sparse Structured Factor Analysis,0,0,0,0,1,2.453880786895752,4285,86.578125,0.4109155,1,1,0,1,0
A multi-functional simulation platform for on-demand ride service operations,1,0,0,0,0,2.471531867980957,4285,87.125,0.4171361,1,1,0,0,0
Mean-field games of speedy information access with observation costs,0,0,0,1,0,2.2780752182006836,4285,86.953125,0.2518534,0,1,0,0,0
Longitudinal Deep Kernel Gaussian Process Regression,0,0,1,0,1,2.458042621612549,4285,87.24609375,0.4097711,1,1,1,0,0
Transferring Agent Behaviors from Videos via Motion GANs,1,0,1,0,1,2.4451215267181396,4285,87.24609375,0.4025647,1,1,0,0,1
Heavy Traffic Queue Length Behavior in Switches with Reconfiguration Delay,0,0,0,1,0,2.3741798400878906,4285,87.75390625,0.325305,0,1,0,1,0
Proofing Tools Technology at Neurosoft S.A.,0,1,0,0,0,2.291714906692505,4285,87.75390625,0.236156,0,1,0,0,0
Transformed Subspace Clustering,0,0,1,0,1,2.4350099563598633,4285,87.80859375,0.3796129,1,1,1,0,0
Model enumeration in propositional circumscription via unsatisfiable core analysis,1,0,0,0,0,2.4516541957855225,4285,87.80859375,0.4003905,1,1,0,1,0
System Design for an Integrated Lifelong Reinforcement Learning Agent for Real-Time Strategy Games,1,0,1,0,0,2.43715500831604,4285,88.24609375,0.3982146,1,1,0,1,1
Effective Large Language Model Adaptation for Improved Grounding,0,1,0,0,0,2.451411247253418,4285,86.546875,0.3974129,1,1,0,0,1
Fast Approximate Nearest Neighbor Search With The Navigating Spreading-out Graph,0,0,1,0,0,2.372443914413452,4285,86.546875,0.333537,1,1,0,1,0
ZLPR: A Novel Loss for Multi-label Classification,0,1,1,0,0,2.3137238025665283,4285,87.0390625,0.2766389,1,1,0,0,0
Bayesian Optimization using Pseudo-Points,0,0,1,0,1,2.366276741027832,4285,87.109375,0.3129897,1,1,0,1,0
Bayesian Optimisation for Mixed-Variable Inputs using Value Proposals,0,0,1,0,1,2.4434361457824707,4285,87.109375,0.3929313,1,0,0,1,0
Learning Word Embeddings for Hyponymy with Entailment-Based Distributional Semantics,0,1,0,0,0,2.3471720218658447,4285,86.796875,0.2959488,1,1,0,0,0
Scene Graph Modification Based on Natural Language Commands,0,1,0,0,0,2.3579423427581787,4285,87.21875,0.3203649,1,1,0,0,0
Frank-Wolfe-based Algorithms for Approximating Tyler's M-estimator,0,0,1,1,1,2.4078102111816406,4285,87.26953125,0.3706676,1,1,0,1,0
Naive Bayes and Exemplar-Based approaches to Word Sense Disambiguation Revisited,1,1,0,0,0,2.393385171890259,4285,87.84765625,0.3487364,1,1,0,0,0
Necessary conditions involving Lie brackets for impulsive optimal control problems; the commutative case,0,0,0,1,0,2.329115152359009,4285,87.87109375,0.2824318,0,1,0,0,0
How Infinitely Wide Neural Networks Can Benefit from Multi-task Learning -- an Exact Macroscopic Characterization,0,0,1,0,1,2.421383857727051,4285,87.97265625,0.3732879,1,1,0,1,0
Not All Linearizations Are Equally Data-Hungry in Sequence Labeling Parsing,0,1,0,0,0,2.5267608165740967,4285,87.98046875,0.4701754,1,1,1,0,0
Selecting Features by their Resilience to the Curse of Dimensionality,0,0,1,0,0,2.452604055404663,4287,87.671875,0.4011335,1,1,1,0,0
Latent Geometry and Memorization in Generative Models,0,0,1,0,1,2.4303154945373535,4287,87.671875,0.3919676,1,1,0,0,1
A Collection of Deep Learning-based Feature-Free Approaches for Characterizing Single-Objective Continuous Fitness Landscapes,0,0,1,0,0,2.455625534057617,4287,87.84375,0.404417,1,1,0,1,0
SAPFOCS: a metaheuristic based approach to part family formation problems in group technology,1,0,0,0,0,2.3173532485961914,4287,87.8515625,0.2784116,0,0,0,1,0
IslamicPCQA: A Dataset for Persian Multi-hop Complex Question Answering in Islamic Text Resources,1,1,0,0,0,2.4011616706848145,4287,87.90625,0.3692502,1,1,1,0,0
A Complete Method of Comparative Statics for Optimization Problems (Unabbreviated Version),0,0,0,1,0,2.254443645477295,4287,87.91015625,0.210576,0,0,0,1,0
Authorship Analysis of Xenophon's Cyropaedia,0,1,0,0,0,2.3308372497558594,4287,87.91015625,0.2724681,0,1,0,0,0
Learning Invariances using the Marginal Likelihood,0,0,1,0,1,2.3527374267578125,4287,87.046875,0.3236482,1,1,0,0,0
Question Answering on Knowledge Bases and Text using Universal Schema and Memory Networks,0,1,0,0,0,2.4260435104370117,4287,86.7421875,0.3769218,1,1,0,0,1
Online Clustering of Bandits with Misspecified User Models,1,0,1,0,0,2.443281412124634,4287,87.234375,0.4019963,1,1,0,1,0
Training Language Models with Language Feedback,1,1,1,0,0,2.339843273162842,4287,87.0546875,0.3025002,1,1,0,0,0
A probabilistic estimation and prediction technique for dynamic continuous social science models: The evolution of the attitude of the Basque Country population towards ETA as a case study,0,0,1,0,0,2.356112480163574,4287,87.0546875,0.3050698,0,1,0,1,0
Athena 2.0: Contextualized Dialogue Management for an Alexa Prize SocialBot,0,1,0,0,0,2.3794374465942383,4287,87.0546875,0.3349673,1,1,0,0,0
Controller Synthesis for Safety of Physically-Viable Data-Driven Models,0,0,0,1,0,2.380798101425171,4287,87.63671875,0.3487776,0,0,0,1,0
A Convex Similarity Index for Sparse Recovery of Missing Image Samples,0,0,1,0,1,2.4223968982696533,4287,87.65234375,0.3867366,1,1,1,0,0
SECTOR: A Neural Model for Coherent Topic Segmentation and Classification,0,1,0,0,0,2.309006929397583,4287,87.671875,0.2794633,1,1,0,0,0
Deep Sets for Generalization in RL,1,0,1,0,1,2.346719741821289,4287,87.671875,0.2908145,1,1,0,0,0
Certified Robustness in Federated Learning,0,0,1,0,0,2.3913800716400146,4287,87.734375,0.3446837,1,1,0,1,0
Healthcare Cost Prediction: Leveraging Fine-grain Temporal Patterns,0,0,1,0,0,2.4992148876190186,4287,88.05859375,0.4475892,1,1,0,1,0
"A Survey in Automatic Irony Processing: Linguistic, Cognitive, and Multi-X Perspectives",0,1,0,0,0,2.302966833114624,4287,88.05859375,0.2609916,1,1,0,0,0
Streaming Attention-Based Models with Augmented Memory for End-to-End Speech Recognition,0,1,0,0,0,2.399275302886963,4287,86.70703125,0.3569142,1,1,1,0,0
Adapting Auxiliary Losses Using Gradient Similarity,0,0,1,0,1,2.4512407779693604,4287,86.2890625,0.4006554,1,1,0,1,0
Can Language Models Teach Weaker Agents? Teacher Explanations Improve Students via Personalization,1,1,1,0,0,2.3331050872802734,4287,86.80859375,0.3039563,1,1,0,0,0
Player-optimal Stable Regret for Bandit Learning in Matching Markets,0,0,1,0,0,2.4026403427124023,4287,86.80859375,0.3610183,1,1,0,1,0
Cliff-Learning,1,0,1,0,1,2.2922537326812744,4287,86.33984375,0.2604017,0,0,0,1,0
A Song of Ice and Fire: Analyzing Textual Autotelic Agents in ScienceWorld,1,1,1,0,0,2.28227162361145,4287,86.9296875,0.2322978,0,1,0,0,0
What Should I Know? Using Meta-gradient Descent for Predictive Feature Discovery in a Single Stream of Experience,1,0,1,0,0,2.423238754272461,4287,87.2109375,0.38414,1,1,0,1,0
T-Projection: High Quality Annotation Projection for Sequence Labeling Tasks,0,1,0,0,0,2.399066925048828,4287,86.421875,0.3483982,1,1,0,0,0
SSLCL: An Efficient Model-Agnostic Supervised Contrastive Learning Framework for Emotion Recognition in Conversations,0,1,0,0,0,2.4103477001190186,4287,86.91796875,0.3803992,1,1,0,0,0
A modeler's guide to handle complexity in energy systems optimization,0,0,0,1,0,2.275932788848877,4287,86.56640625,0.2197008,0,0,0,1,0
Physical-Virtual Collaboration Modeling for Intra-and Inter-Station Metro Ridership Prediction,0,0,1,0,0,2.3966152667999268,4287,86.44140625,0.3465794,0,1,0,1,0
TFE-GNN: A Temporal Fusion Encoder Using Graph Neural Networks for Fine-grained Encrypted Traffic Classification,1,0,1,0,0,2.483945846557617,4287,86.94921875,0.4339615,1,1,0,1,1
Verifiable RNN-Based Policies for POMDPs Under Temporal Logic Constraints,1,0,0,0,0,2.415041923522949,4287,86.61328125,0.3749369,1,1,0,1,0
Out of Order: How Important Is The Sequential Order of Words in a Sentence in Natural Language Understanding Tasks?,1,1,1,0,0,2.3276050090789795,4287,86.75,0.2795293,1,1,0,0,0
Depth Uncertainty in Neural Networks,0,0,1,0,1,2.310051918029785,4287,87.140625,0.2716339,1,1,0,0,0
SAFE: Scalable Automatic Feature Engineering Framework for Industrial Tasks,0,0,1,0,1,2.4014673233032227,4287,87.14453125,0.3680631,1,1,0,1,0
Cognitive Dynamic Systems: A Technical Review of Cognitive Radar,1,0,0,0,0,2.277531862258911,4287,87.6484375,0.2343925,0,1,0,0,0
Neural Text Generation with Artificial Negative Examples,1,1,0,0,0,2.349731206893921,4287,87.6484375,0.2957133,1,1,0,0,0
Deep Understanding based Multi-Document Machine Reading Comprehension,1,1,0,0,0,2.3949334621429443,4287,87.6640625,0.3452428,1,1,0,0,1
Addressing Exposure Bias With Document Minimum Risk Training: Cambridge at the WMT20 Biomedical Translation Task,0,1,0,0,0,2.319570779800415,4287,87.6640625,0.2575837,0,1,0,0,0
Enabling Medical Translation for Low-Resource Languages,0,1,0,0,0,2.462599992752075,4287,87.70703125,0.4128874,1,1,0,0,0
The Minimax Complexity of Distributed Optimization,0,0,1,1,0,2.346906900405884,4287,87.828125,0.3016058,1,0,0,1,0
Heterogeneous domain adaptation: An unsupervised approach,0,0,1,0,1,2.3933157920837402,4287,87.921875,0.3409175,1,1,0,1,0
Accurate Kernel Learning for Linear Gaussian Markov Processes using a Scalable Likelihood Computation,0,0,1,0,1,2.524200677871704,4287,87.92578125,0.4788082,1,1,1,0,0
Human-like Summarization Evaluation with ChatGPT,0,1,0,0,0,2.3970887660980225,4287,87.92578125,0.3382199,1,1,0,0,0
Synapse at CAp 2017 NER challenge: Fasttext CRF,0,1,0,0,0,2.3718769550323486,4287,87.92578125,0.3277885,0,1,0,0,0
Differential Privacy for Multi-armed Bandits: What Is It and What Is Its Cost?,0,0,1,0,1,2.368558883666992,4287,88.0,0.330916,1,1,0,0,0
Beyond Noise: Mitigating the Impact of Fine-grained Semantic Divergences on Neural Machine Translation,0,1,0,0,0,2.3790323734283447,4287,88.0,0.3215921,1,1,0,0,0
The Effect of Natural Distribution Shift on Question Answering Models,0,1,1,0,1,2.360224723815918,4287,88.0,0.3038773,1,1,0,0,0
Forecasting Unobserved Node States with spatio-temporal Graph Neural Networks,0,0,1,0,0,2.360435724258423,4287,86.5625,0.3141418,1,1,1,0,0
One Representation per Word - Does it make Sense for Composition?,0,1,0,0,0,2.413527727127075,4287,86.375,0.3579723,0,1,0,0,0
Recursive Binding for Similarity-Preserving Hypervector Representations of Sequences,1,0,0,0,0,2.4251492023468018,4287,86.84375,0.3771834,1,1,0,0,1
On Planning while Learning,1,0,0,0,0,2.4613895416259766,4287,86.84765625,0.4213917,1,1,0,0,0
Perspectives on characteristics based curse-of-dimensionality-free numerical approaches for solving Hamilton-Jacobi equations,0,0,0,1,0,2.3379695415496826,4285,86.3203125,0.2892093,1,0,0,1,0
A Discourse-based Approach in Text-based Machine Translation,0,1,0,0,0,2.3580737113952637,4285,86.81640625,0.3271247,1,1,0,0,0
Convex Point Estimation using Undirected Bayesian Transfer Hierarchies,0,0,1,0,1,2.414656400680542,4285,86.703125,0.3788463,1,1,0,1,0
Predicting and controlling the dynamics of infectious diseases,0,0,0,1,0,2.389862298965454,4285,86.9296875,0.3335157,1,0,0,1,0
Reflection-Tuning: Data Recycling Improves LLM Instruction-Tuning,0,1,0,0,0,2.344057083129883,4285,87.76953125,0.3197366,0,1,0,0,0
Analysing Fuzzy Sets Through Combining Measures of Similarity and Distance,1,0,0,0,0,2.560591697692871,4287,86.734375,0.5062891,1,1,0,0,0
Flexible Complementarity Solvers for Large-Scale Applications,0,0,0,1,0,2.3343284130096436,4287,87.20703125,0.3046804,1,1,0,0,0
Varying-coefficient models with isotropic Gaussian process priors,0,0,1,0,1,2.300539970397949,4287,87.265625,0.2631056,0,1,0,0,0
Tutorials on Advanced Optimization Methods,0,0,0,1,0,2.327279567718506,4285,87.76953125,0.2787063,0,0,0,1,0
Non-parametric Probabilistic Time Series Forecasting via Innovations Representation,0,0,1,0,0,2.427509307861328,4287,87.77734375,0.3688248,1,1,1,0,0
Equitable Continuous Organizations with Self-Assessed Valuations,0,0,0,1,0,2.2983462810516357,4287,87.7265625,0.2416091,0,1,0,0,0
An Efficient Solution to s-Rectangular Robust Markov Decision Processes,0,0,1,1,0,2.419156312942505,4287,87.73828125,0.3616656,0,0,0,1,0
"Story-thinking, computational-thinking, programming and software engineering",0,1,0,0,0,2.430025339126587,4286,87.9921875,0.3858715,1,1,0,0,1
GraphNorm: A Principled Approach to Accelerating Graph Neural Network Training,0,0,1,1,1,2.36621356010437,4287,87.9921875,0.3431726,1,1,0,1,0
Robust Semi-Supervised Graph Classifier Learning with Negative Edge Weights,0,0,1,0,0,2.5239181518554688,4287,87.9921875,0.4858919,1,1,1,0,0
Universal and Independent: Multilingual Probing Framework for Exhaustive Model Interpretation and Evaluation,1,1,0,0,0,2.3128533363342285,4287,86.4296875,0.2656043,0,1,0,1,0
Learning to Extract Coherent Summary via Deep Reinforcement Learning,0,1,0,0,0,2.4094831943511963,4287,86.8828125,0.3542972,1,1,0,0,1
Analysis of Q-learning with Adaptation and Momentum Restart for Gradient Descent,0,0,1,1,0,2.4461214542388916,4287,86.8828125,0.400826,1,1,0,1,0
Prior Knowledge Driven Label Embedding for Slot Filling in Natural Language Understanding,0,1,1,0,0,2.4163968563079834,4287,87.4296875,0.3637526,1,1,1,0,0
Learning optimal Bayesian prior probabilities from data,0,0,1,0,1,2.430850028991699,4287,87.4453125,0.3988365,1,1,1,0,0
Cross Copy Network for Dialogue Generation,0,1,0,0,0,2.376636028289795,4287,87.7421875,0.3349745,1,1,0,0,0
Measuring Mathematical Problem Solving With the MATH Dataset,1,1,1,0,0,2.343282699584961,4287,87.765625,0.3015948,1,1,0,0,0
Decision-Making with Belief Functions: a Review,1,0,0,0,0,2.336054801940918,4287,87.76953125,0.2825999,1,1,0,0,0
Linear-quadratic optimal control under non-Markovian switching,0,0,0,1,0,2.2805335521698,4287,87.00390625,0.2293424,0,0,0,1,0
Continuously Learning Neural Dialogue Management,0,1,1,0,0,2.3476579189300537,4287,86.53515625,0.3072138,1,1,0,0,0
LongQLoRA: Efficient and Effective Method to Extend Context Length of Large Language Models,1,1,0,0,0,2.419735908508301,4287,86.9921875,0.3689162,1,1,0,0,1
Adversarial Training for Aspect-Based Sentiment Analysis with BERT,0,1,1,0,1,2.452784299850464,4287,86.99609375,0.398483,1,1,0,0,0
How Well Do You Know Your Audience? Toward Socially-aware Question Generation,0,1,0,0,0,2.2878940105438232,4287,86.26953125,0.2517881,0,1,0,0,0
Quadratic nonseparable resource allocation problems with generalized bound constraints,0,0,0,1,0,2.3611576557159424,4287,86.76171875,0.3106745,0,0,0,1,0
Stochastic Variance-Reduced Prox-Linear Algorithms for Nonconvex Composite Optimization,0,0,0,1,0,2.350301504135132,4287,86.25,0.3214865,1,0,0,1,0
Is Fine-tuning Needed? Pre-trained Language Models Are Near Perfect for Out-of-Domain Detection,0,1,1,0,0,2.3833811283111572,4287,86.36328125,0.3431321,1,1,0,0,0
Modal-specific Pseudo Query Generation for Video Corpus Moment Retrieval,0,1,0,0,0,2.4298222064971924,4287,86.86328125,0.3828018,1,1,1,0,0
"Towards a framework for evaluating the safety, acceptability and efficacy of AI systems for health: an initial synthesis",1,0,0,0,0,2.405388355255127,4287,86.953125,0.3491893,1,1,0,0,0
Evidential relational clustering using medoids,1,0,0,0,0,2.3751821517944336,4287,87.02734375,0.3274705,1,1,0,0,0
Speeding Up OPFython with Numba,1,0,1,0,0,2.2921640872955322,4287,87.0390625,0.2481548,0,0,0,1,0
Open-domain Topic Identification of Out-of-domain Utterances using Wikipedia,0,1,1,0,0,2.3833649158477783,4287,87.60546875,0.3521098,0,1,0,1,0
Sentiment Analysis at SEPLN (TASS)-2019: Sentiment Analysis at Tweet level using Deep Learning,0,1,0,0,0,2.3701963424682617,4287,87.61328125,0.3218304,1,1,0,0,0
The Internet of Federated Things (IoFT): A Vision for the Future and In-depth Survey of Data-driven Approaches for Federated Learning,0,0,1,0,0,2.4079325199127197,4287,87.6171875,0.353199,0,1,0,1,0
Leveraging Acoustic and Linguistic Embeddings from Pretrained speech and language Models for Intent Classification,0,1,0,0,0,2.4710612297058105,4287,87.6171875,0.41705,1,1,1,0,0
"A Lagrangian-Based Method with ""False Penalty'' for Linearly Constrained Nonconvex Composite Optimization",0,0,0,1,0,2.2724196910858154,4287,87.6171875,0.2372088,0,0,0,1,0
An Application of BnB-NSGAII: Initializing NSGAII to Solve 3 Stage Reducer Problem,0,0,0,1,0,2.310969829559326,4287,87.7734375,0.2539469,0,0,0,1,0
Implementing a Unit Commitment Power Market Model in FICO Xpress-Mosel,0,0,0,1,0,2.329007863998413,4287,87.7734375,0.301167,0,0,0,1,0
A Combination of Multi-Objective Genetic Algorithm and Deep Learning for Music Harmony Generation,1,0,0,0,0,2.479250907897949,4287,87.7734375,0.4328751,1,1,0,1,1
CausalNLP: A Practical Toolkit for Causal Inference with Text,0,1,1,0,0,2.387373924255371,4287,87.7734375,0.346348,1,1,0,0,0
Mitigating Racial Biases in Toxic Language Detection with an Equity-Based Ensemble Framework,0,1,1,0,0,2.4569754600524902,4287,87.7734375,0.4175733,1,1,1,0,0
ECSP: A New Task for Emotion-Cause Span-Pair Extraction and Classification,0,1,0,0,0,2.3951101303100586,4287,87.7734375,0.3470102,1,1,0,0,0
Ranking Constraint Relaxations for Mixed Integer Programs Using a Machine Learning Approach,0,0,0,1,0,2.3961181640625,4287,86.671875,0.3471465,1,0,0,1,0
FonMTL: Towards Multitask Learning for the Fon Language,1,1,0,0,0,2.346242666244507,4287,86.44140625,0.295519,1,1,0,0,0
Towards better traffic volume estimation: Jointly addressing the underdetermination and nonequilibrium problems with correlation-adaptive GNNs,0,0,1,0,1,2.4191665649414062,4285,86.93359375,0.3671462,1,1,0,1,0
Deep-gKnock: nonlinear group-feature selection with deep neural network,0,0,1,0,1,2.440605640411377,4285,86.71484375,0.3988545,1,1,0,0,1
Anytime Generation of Counterfactual Explanations for Text Classification,0,1,1,0,0,2.419490098953247,4285,87.046875,0.3806711,1,1,1,0,0
A Symmetric Loss Perspective of Reliable Machine Learning,0,0,1,0,1,2.292102336883545,4285,87.03515625,0.2636572,1,1,0,0,0
Asynchronous Schemes for Stochastic and Misspecified Potential Games and Nonconvex Optimization,0,0,0,1,0,2.337094783782959,4285,87.56640625,0.2801078,1,0,0,1,0
Delphic Offline Reinforcement Learning under Nonidentifiable Hidden Confounding,1,0,1,0,0,2.3661766052246094,4285,87.5703125,0.3217634,1,0,0,1,0
Minimizing the Societal Cost of Credit Card Fraud with Limited and Imbalanced Data,0,0,1,0,1,2.446624755859375,4285,87.57421875,0.4051578,1,1,1,0,0
Diversity in Action: General-Sum Multi-Agent Continuous Inverse Optimal Control,0,0,1,0,1,2.3727316856384277,4285,87.578125,0.3159035,1,0,0,1,0
Controllability Analysis of Motion of Artificial Satellite Under the Effect of Oblateness of the Earth,0,0,0,1,0,2.273846387863159,4285,87.578125,0.2271465,0,0,0,1,0
High Multiplicity Scheduling with Switching Costs for few Products,0,0,0,1,0,2.342334508895874,4285,87.578125,0.2932124,0,1,0,0,0
UoB at SemEval-2020 Task 1: Automatic Identification of Novel Word Senses,0,1,0,0,0,2.3712587356567383,4285,87.5859375,0.3230857,1,1,0,0,0
An Unsupervised Joint System for Text Generation from Knowledge Graphs and Semantic Parsing,1,1,0,0,0,2.40628981590271,4285,87.62890625,0.3511698,1,1,0,0,1
The Expressive Power of Neural Networks: A View from the Width,0,0,1,0,0,2.445131540298462,4285,87.62890625,0.3899637,1,1,0,0,0
A new hybrid metric for verifying parallel corpora of Arabic-English,0,1,0,0,0,2.2809064388275146,4285,86.59765625,0.2382394,0,1,0,0,0
"On Probability Distributions for Trees: Representations, Inference and Learning",0,0,1,0,0,2.365504741668701,4287,87.125,0.3233461,1,1,0,0,0
Clenshaw Graph Neural Networks,1,0,1,0,0,2.3634185791015625,4287,87.125,0.3385554,1,1,0,0,0
Term Definitions Help Hypernymy Detection,0,1,0,0,0,2.5784168243408203,4287,87.63671875,0.5205354,0,1,0,1,0
What changes when you randomly choose BPE merge operations? Not much,1,1,0,0,0,2.315304756164551,4287,87.63671875,0.2628492,0,1,0,0,0
ProVe -- Self-supervised pipeline for automated product replacement and cold-starting based on neural language models,0,1,1,0,0,2.5076372623443604,4287,87.63671875,0.4681894,1,1,0,0,1
"Beyond Chain-of-Thought, Effective Graph-of-Thought Reasoning in Large Language Models",0,1,0,0,0,2.5331602096557617,4287,87.63671875,0.4772367,1,1,0,0,1
Is Distance Matrix Enough for Geometric Deep Learning?,1,0,1,0,0,2.388154983520508,4287,87.63671875,0.3330394,1,1,0,0,0
Bandit Pareto Set Identification: the Fixed Budget Setting,0,0,1,0,1,2.4271717071533203,4287,86.73046875,0.3724302,1,0,0,1,0
A Study on Mitigating Hard Boundaries of Decision-Tree-based Uncertainty Estimates for AI Models,1,0,1,0,0,2.400491952896118,4287,86.31640625,0.3554611,1,1,0,1,0
Lower Bounds for Higher-Order Convex Optimization,0,0,1,1,1,2.405808210372925,4287,86.32421875,0.3671145,0,0,0,1,0
Multimodal Prediction and Personalization of Photo Edits with Deep Generative Models,0,0,1,0,1,2.4357714653015137,4287,86.81640625,0.3978426,1,1,0,0,1
EmoBERTa: Speaker-Aware Emotion Recognition in Conversation with RoBERTa,0,1,0,0,0,2.386662483215332,4287,86.31640625,0.3434638,1,1,0,0,1
MERL: Multi-Head Reinforcement Learning,1,0,1,0,1,2.418588161468506,4287,86.31640625,0.4012345,1,1,0,0,1
Adaptive Verifiable Training Using Pairwise Class Similarity,0,0,1,0,0,2.442826509475708,4287,86.47265625,0.4127567,1,1,0,0,1
Chinese Spelling Error Detection Using a Fusion Lattice LSTM,0,1,0,0,0,2.4317333698272705,4287,86.99609375,0.4034662,1,1,0,0,1
Online detection of failures generated by storage simulator,0,0,1,0,0,2.335264205932617,4287,87.421875,0.2955471,0,1,0,0,0
Second-order sufficient conditions for sparse optimal control of singular Allen--Cahn systems with dynamic boundary conditions,0,0,0,1,0,2.2938392162323,4287,87.1171875,0.2657031,0,0,0,1,0
Pchatbot: A Large-Scale Dataset for Personalized Chatbot,1,1,0,0,0,2.413736343383789,4287,87.21875,0.3615444,1,1,0,0,0
From Optimality to Robustness: Dirichlet Sampling Strategies in Stochastic Bandits,0,0,1,0,1,2.4837887287139893,4286,86.71875,0.4389761,1,1,0,1,1
ForecastNet: A Time-Variant Deep Feed-Forward Neural Network Architecture for Multi-Step-Ahead Time-Series Forecasting,0,0,1,0,1,2.425586700439453,4286,87.16796875,0.3881771,1,1,0,1,0
Formalization of semantic network of image constructions in electronic content,0,1,0,0,0,2.3183045387268066,4287,87.19921875,0.2882297,1,1,0,0,0
Reduction of Parameter Redundancy in Biaffine Classifiers with Symmetric and Circulant Weight Matrices,0,1,0,0,0,2.3666892051696777,4287,87.796875,0.3381019,1,1,0,1,0
GitFL: Adaptive Asynchronous Federated Learning using Version Control,0,0,1,0,0,2.5181198120117188,4287,87.796875,0.4636407,1,1,0,1,0
Partial-Label Regression,0,0,1,0,0,2.283982276916504,4287,87.828125,0.2302599,0,1,0,0,0
