text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
DualFL: A Duality-based Federated Learning Algorithm with Communication Acceleration in the General Convex Regime,0,0,1,1,0,"artificial intelligence, computational machine learning",0.8951280117034912,7.0,130.0,137.0,"['cs.AI', 'cs.LG']"
Explorations on high dimensional landscapes,0,0,1,0,1,"optimization and control, computational machine learning",0.9443638324737549,8.0,114.0,122.0,"['math.OC', 'cs.LG']"
Stochastic Rising Bandits,0,0,1,0,1,"optimization and control, computational machine learning",0.5817012786865234,8.0,113.0,121.0,"['math.OC', 'cs.LG']"
Optimal Regret Algorithm for Pseudo-1d Bandit Convex Optimization,0,0,1,0,0,"optimization and control, computational machine learning",0.5894331932067871,8.0,123.0,131.0,"['math.OC', 'cs.LG']"
Leveraging Key Information Modeling to Improve Less-Data Constrained News Headline Generation via Duality Fine-Tuning,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.7549219131469727,16.0,130.0,146.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
From Trojan Horses to Castle Walls: Unveiling Bilateral Backdoor Effects in Diffusion Models,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",1.2432341575622559,11.0,127.0,138.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Enhancing Transformer Efficiency for Multivariate Time Series Classification,1,0,1,0,0,"artificial intelligence, computational machine learning",0.6358721256256104,7.0,118.0,125.0,"['cs.AI', 'cs.LG']"
An End-to-End Framework for Marketing Effectiveness Optimization under Budget Constraint,0,0,1,0,0,"optimization and control, computational machine learning",0.6624712944030762,8.0,121.0,129.0,"['math.OC', 'cs.LG']"
ExpDNN: Explainable Deep Neural Network,1,0,1,0,0,"artificial intelligence, computational machine learning",0.6981878280639648,7.0,117.0,124.0,"['cs.AI', 'cs.LG']"
ScaLearn: Simple and Highly Parameter-Efficient Task Transfer by Learning to Scale,1,1,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",1.3438427448272705,11.0,124.0,135.0,"['cs.AI', 'stat.ML', 'cs.LG']"
The Importance of Suppressing Domain Style in Authorship Analysis,0,1,0,0,0,"artificial intelligence, statistics machine learning",0.7029759883880615,7.0,119.0,126.0,"['cs.AI', 'stat.ML']"
"A Kind Introduction to Lexical and Grammatical Aspect, with a Survey of Computational Approaches",0,1,0,0,0,"computation and language, computational machine learning",0.7615976333618164,9.0,127.0,136.0,"['cs.CL', 'cs.LG']"
CUNI Non-Autoregressive System for the WMT 22 Efficient Translation Shared Task,0,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.8264248371124268,12.0,126.0,138.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Spectral learning of Bernoulli linear dynamical systems models,0,0,1,0,1,"artificial intelligence, computational machine learning",0.9204344749450684,7.0,120.0,127.0,"['cs.AI', 'cs.LG']"
The Inductive Bias of Restricted f-GANs,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.9268155097961426,11.0,118.0,129.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Least $H^2$ Norm Updating Quadratic Interpolation Model Function for Derivative-free Trust-region Algorithms,0,0,0,1,0,optimization and control,0.5707218647003174,4.0,129.0,133.0,['math.OC']
nanoT5: A PyTorch Framework for Pre-training and Fine-tuning T5-style Models with Limited Resources,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.9124927520751953,16.0,130.0,146.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Towards Few-shot Inductive Link Prediction on Knowledge Graphs: A Relational Anonymous Walk-guided Neural Process Approach,1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.6900696754455566,11.0,130.0,141.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Bregman Golden Ratio Algorithms for Variational Inequalities,0,0,0,1,0,optimization and control,0.7380626201629639,4.0,119.0,123.0,['math.OC']
Facets of a mixed-integer bilinear covering set with bounds on variables,0,0,0,1,0,optimization and control,0.6149396896362305,4.0,123.0,127.0,['math.OC']
Variational Density Propagation Continual Learning,0,0,1,0,1,"artificial intelligence, computational machine learning",1.3459501266479492,7.0,116.0,123.0,"['cs.AI', 'cs.LG']"
Robust Stochastic Linear Contextual Bandits Under Adversarial Attacks,0,0,1,0,1,"artificial intelligence, statistics machine learning, optimization and control",0.7000150680541992,11.0,122.0,133.0,"['cs.AI', 'stat.ML', 'math.OC']"
Variational Mixture-of-Experts Autoencoders for Multi-Modal Deep Generative Models,0,0,1,0,1,"artificial intelligence, computational machine learning",0.6344983577728271,7.0,126.0,133.0,"['cs.AI', 'cs.LG']"
Multiscale Linear-Quadratic Stochastic Optimal Control With Multiplicative Noise,0,0,0,1,0,optimization and control,0.5637154579162598,4.0,124.0,128.0,['math.OC']
Odds-Ratio Thompson Sampling to Control for Time-Varying Effect,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning",0.7469499111175537,12.0,121.0,133.0,"['stat.ML', 'math.OC', 'cs.LG']"
TESSERACT: Gradient Flip Score to Secure Federated Learning Against Model Poisoning Attacks,0,0,1,0,0,"artificial intelligence, statistics machine learning, optimization and control, computational machine learning",0.6991159915924072,15.0,127.0,142.0,"['cs.AI', 'stat.ML', 'math.OC', 'cs.LG']"
PAC-Bayes under potentially heavy tails,0,0,1,0,1,"statistics machine learning, optimization and control",0.5366809368133545,8.0,115.0,123.0,"['stat.ML', 'math.OC']"
Denoising Criterion for Variational Auto-Encoding Framework,0,0,1,0,0,"computational machine learning, artificial intelligence",0.6479184627532959,8.0,118.0,126.0,"['cs.AI', 'cs.LG']"
Minimizing Inputs for Strong Structural Controllability,0,0,0,1,0,optimization and control,0.7592966556549072,4.0,117.0,121.0,['math.OC']
Continuous MDP Homomorphisms and Homomorphic Policy Gradient,0,0,1,0,0,"artificial intelligence, computation and language, computational machine learning",0.9949476718902588,12.0,120.0,132.0,"['cs.AI', 'cs.CL', 'cs.LG']"
A Representation Learning Perspective on the Importance of Train-Validation Splitting in Meta-Learning,1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.7648975849151611,11.0,125.0,136.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Machine Learning based CVD Virtual Metrology in Mass Produced Semiconductor Process,1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.5808134078979492,11.0,121.0,132.0,"['cs.AI', 'stat.ML', 'cs.LG']"
On two relaxations of quadratically-constrained cardinality minimization,0,0,0,1,0,"optimization and control, computational machine learning",0.7338018417358398,8.0,121.0,129.0,"['math.OC', 'cs.LG']"
The Lipschitz-Variance-Margin Tradeoff for Enhanced Randomized Smoothing,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning",0.8780908584594727,12.0,124.0,136.0,"['stat.ML', 'math.OC', 'cs.LG']"
Coordinated Proximal Policy Optimization,1,0,0,0,0,"artificial intelligence, optimization and control, computational machine learning",0.5857996940612793,11.0,115.0,126.0,"['cs.AI', 'math.OC', 'cs.LG']"
Building Legal Datasets,1,0,1,0,0,"artificial intelligence, statistics machine learning",0.9426143169403076,7.0,112.0,119.0,"['cs.AI', 'stat.ML']"
"Investigating Trade-offs in Utility, Fairness and Differential Privacy in Neural Networks",1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.9580705165863037,11.0,123.0,134.0,"['cs.AI', 'stat.ML', 'cs.LG']"
MASA-TCN: Multi-anchor Space-aware Temporal Convolutional Neural Networks for Continuous and Discrete EEG Emotion Recognition,0,0,1,0,0,"artificial intelligence, computational machine learning, statistics machine learning",0.7743299007415771,11.0,131.0,142.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Extended Feature Space-Based Automatic Melanoma Detection System,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.7904157638549805,11.0,118.0,129.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Is Class-Incremental Enough for Continual Learning?,1,0,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.804415225982666,16.0,119.0,135.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Learning How to Optimize Black-Box Functions With Extreme Limits on the Number of Function Evaluations,1,0,1,0,0,"optimization and control, computational machine learning",0.5312166213989258,8.0,126.0,134.0,"['math.OC', 'cs.LG']"
Symbolic Probabilistic Inference with Evidence Potential,1,0,0,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.7738885879516602,11.0,118.0,129.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Differentiable Logic Machines,1,0,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.7550890445709229,12.0,113.0,125.0,"['cs.AI', 'cs.CL', 'cs.LG']"
LARF: Two-level Attention-based Random Forests with a Mixture of Contamination Models,1,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",1.2073936462402344,11.0,127.0,138.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Comparison of SMT and RBMT; The Requirement of Hybridization for Marathi-Hindi MT,0,1,0,0,0,computational machine learning,0.6726305484771729,5.0,125.0,130.0,['cs.LG']
Multimodal spatiotemporal graph neural networks for improved prediction of 30-day all-cause hospital readmission,1,0,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.5774736404418945,16.0,131.0,147.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Algorithms that Approximate Data Removal: New Results and Limitations,0,0,1,0,1,"optimization and control, statistics machine learning",0.7482762336730957,8.0,120.0,128.0,"['stat.ML', 'math.OC']"
Synthetic Books,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.717496395111084,12.0,110.0,122.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Query-Focused EHR Summarization to Aid Imaging Diagnosis,0,0,1,0,1,"artificial intelligence, computation and language, statistics machine learning",0.6821372509002686,12.0,120.0,132.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Algorithm for the CSR expansion of max-plus matrices using the characteristic polynomial,0,0,0,1,0,optimization and control,0.5997765064239502,4.0,121.0,125.0,['math.OC']
Hindi Question Generation Using Dependency Structures,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7431626319885254,12.0,114.0,126.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Projection: A Unified Approach to Semi-Infinite Linear Programs and Duality in Convex Programming,0,0,0,1,0,optimization and control,0.8707270622253418,4.0,126.0,130.0,['math.OC']
Towards Learning to Speak and Hear Through Multi-Agent Communication over a Continuous Acoustic Channel,0,1,1,0,0,"artificial intelligence, computation and language, computational machine learning",1.0130412578582764,12.0,123.0,135.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Declarative Guideline Conformance Checking of Clinical Treatments: A Case Study,1,0,0,0,0,"the best labels for the provided text are: 

- artificial intelligence
- statistics machine learning",0.7862060070037842,19.0,122.0,141.0,"['cs.AI', 'stat.ML']"
Benchmarking Cognitive Biases in Large Language Models as Evaluators,1,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7864446640014648,12.0,120.0,132.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Beyond the Tip of the Iceberg: Assessing Coherence of Text Classifiers,0,1,0,0,0,"computation and language, statistics machine learning, computational machine learning",0.7928295135498047,13.0,124.0,137.0,"['cs.CL', 'stat.ML', 'cs.LG']"
Bootstrapping Ternary Relation Extractors,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.9668333530426025,12.0,117.0,129.0,"['cs.AI', 'cs.CL', 'stat.ML']"
The OS* Algorithm: a Joint Approach to Exact Optimization and Sampling,1,1,1,0,0,"optimization and control, computational machine learning",0.5681982040405273,8.0,121.0,129.0,"['math.OC', 'cs.LG']"
Modeling Interactions of Multimodal Road Users in Shared Spaces,1,0,0,0,0,"artificial intelligence, computational machine learning",0.6426687240600586,7.0,120.0,127.0,"['cs.AI', 'cs.LG']"
KL property of exponent $1/2$ of quadratic functions under nonnegative zero-norm constraints and applications,0,0,0,1,0,optimization and control,0.6918296813964844,4.0,129.0,133.0,['math.OC']
Controllability and Stabilizability Analysis of Signed Consensus Networks,0,0,0,1,0,optimization and control,0.6015608310699463,4.0,120.0,124.0,['math.OC']
A Computational Exploration of Emerging Methods of Variable Importance Estimation,0,0,1,0,1,"statistics machine learning, computational machine learning",0.7220442295074463,8.0,119.0,127.0,"['stat.ML', 'cs.LG']"
Inferring networks from time series: a neural approach,0,0,1,1,0,"artificial intelligence, computational machine learning",0.6400470733642578,7.0,118.0,125.0,"['cs.AI', 'cs.LG']"
Target-Side Context for Discriminative Models in Statistical Machine Translation,0,1,0,0,0,"statistics machine learning, computation and language",1.015758752822876,9.0,121.0,130.0,"['cs.CL', 'stat.ML']"
Temporal Density Extrapolation using a Dynamic Basis Approach,0,0,1,0,1,"optimization and control, computational machine learning",0.6759800910949707,8.0,118.0,126.0,"['math.OC', 'cs.LG']"
VizSeq: A Visual Analysis Toolkit for Text Generation Tasks,0,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.90462327003479,12.0,119.0,131.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Self-Training with Differentiable Teacher,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.7702703475952148,16.0,116.0,132.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Proximal gradient methods beyond monotony,0,0,0,1,0,"optimization and control, computational machine learning",0.5795390605926514,8.0,116.0,124.0,"['math.OC', 'cs.LG']"
Narrative Interpolation for Generating and Understanding Stories,0,1,0,0,0,"artificial intelligence, computational machine learning",0.7073855400085449,7.0,117.0,124.0,"['cs.AI', 'cs.LG']"
Multi Document Reading Comprehension,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.8468594551086426,12.0,114.0,126.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Target-agnostic Source-free Domain Adaptation for Regression Tasks,1,0,1,0,1,"optimization and control, computational machine learning",0.7050402164459229,8.0,120.0,128.0,"['math.OC', 'cs.LG']"
Inductive Graph Neural Networks for Spatiotemporal Kriging,0,0,1,0,1,"artificial intelligence, computational machine learning",0.8274097442626953,7.0,120.0,127.0,"['cs.AI', 'cs.LG']"
Classifier ensemble creation via false labelling,0,0,1,0,0,"artificial intelligence, computational machine learning, statistics machine learning",0.7416057586669922,11.0,116.0,127.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Dynamic Quantum Games,0,0,0,1,0,none of the labels apply.,0.7393555641174316,7.0,111.0,118.0,[]
Offline Policy Evaluation and Optimization under Confounding,0,0,1,0,1,"artificial intelligence, statistics machine learning, optimization and control",0.819094181060791,11.0,116.0,127.0,"['cs.AI', 'stat.ML', 'math.OC']"
A Cheaper and Better Diffusion Language Model with Soft-Masked Noise,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.8610436916351318,12.0,122.0,134.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Equivariant Graph Hierarchy-Based Neural Networks,0,0,1,0,0,"artificial intelligence, computational machine learning",0.6438136100769043,7.0,117.0,124.0,"['cs.AI', 'cs.LG']"
Practical Active Learning with Model Selection for Small Data,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.835923433303833,11.0,117.0,128.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Beyond DAGs: Modeling Causal Feedback with Fuzzy Cognitive Maps,1,0,1,0,1,artificial intelligence,0.7630405426025391,3.0,121.0,124.0,['cs.AI']
Towards Omni-generalizable Neural Methods for Vehicle Routing Problems,1,0,1,0,0,"optimization and control, computational machine learning",0.5732700824737549,8.0,118.0,126.0,"['math.OC', 'cs.LG']"
A Meta Approach to Defend Noisy Labels by the Manifold Regularizer PSDR,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.7824404239654541,11.0,125.0,136.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Towards Representation Learning with Tractable Probabilistic Models,1,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.841026782989502,11.0,118.0,129.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Trainable Wavelet Neural Network for Non-Stationary Signals,0,0,1,0,0,"computational machine learning, artificial intelligence",0.7780163288116455,8.0,120.0,128.0,"['cs.AI', 'cs.LG']"
The 4th International Workshop on Smart Simulation and Modelling for Complex Systems,1,0,0,0,0,optimization and control,0.6446514129638672,4.0,123.0,127.0,['math.OC']
Estimating long-term causal effects from short-term experiments and long-term observational data with unobserved confounding,0,0,1,0,1,statistics machine learning,0.6918230056762695,4.0,130.0,134.0,['stat.ML']
An Iteratively Reweighted Method for Sparse Optimization on Nonconvex $\ell_{p}$ Ball,0,0,1,1,0,"optimization and control, computational machine learning",0.9081227779388428,8.0,127.0,135.0,"['math.OC', 'cs.LG']"
Approximating Wisdom of Crowds using K-RBMs,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.5508019924163818,11.0,120.0,131.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Learning user-defined sub-goals using memory editing in reinforcement learning,1,0,0,0,0,"artificial intelligence, computational machine learning",0.5560195446014404,7.0,120.0,127.0,"['cs.AI', 'cs.LG']"
Absorbing Markov Decision Processes,0,0,0,1,0,"optimization and control, computational machine learning",0.6332540512084961,8.0,115.0,123.0,"['math.OC', 'cs.LG']"
Large Neighborhood-Based Metaheuristic and Branch-and-Price for the Pickup and Delivery Problem with Split Loads,1,0,0,0,0,optimization and control,0.6890859603881836,4.0,128.0,132.0,['math.OC']
Multilingual Universal Sentence Encoder for Semantic Retrieval,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.8397006988525391,16.0,116.0,132.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Towards a Deep Unified Framework for Nuclear Reactor Perturbation Analysis,1,0,1,0,1,optimization and control,0.7045464515686035,4.0,120.0,124.0,['math.OC']
Effective Context and Fragment Feature Usage for Named Entity Recognition,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.9174511432647705,12.0,118.0,130.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Cross-lingual Distillation for Text Classification,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.6760818958282471,12.0,117.0,129.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Strategies to Harness the Transformers' Potential: UNSL at eRisk 2023,0,1,0,0,0,"artificial intelligence, computational machine learning, statistics machine learning",0.8074076175689697,11.0,124.0,135.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Earlier Attention? Aspect-Aware LSTM for Aspect-Based Sentiment Analysis,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7576234340667725,12.0,122.0,134.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Differential Assessment of Black-Box AI Agents,1,0,0,0,0,"artificial intelligence, computational machine learning",0.6904351711273193,7.0,116.0,123.0,"['cs.AI', 'cs.LG']"
"Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",1,1,1,0,0,"artificial intelligence, computational machine learning",0.6568026542663574,7.0,125.0,132.0,"['cs.AI', 'cs.LG']"
Boosting as Frank-Wolfe,0,0,1,1,0,"optimization and control, computational machine learning",0.6739490032196045,8.0,115.0,123.0,"['math.OC', 'cs.LG']"
Learning a Reversible Embedding Mapping using Bi-Directional Manifold Alignment,1,1,1,0,0,"artificial intelligence, computational machine learning, optimization and control",0.6827161312103271,11.0,122.0,133.0,"['cs.AI', 'math.OC', 'cs.LG']"
Flood Prediction and Analysis on the Relevance of Features using Explainable Artificial Intelligence,0,0,1,0,0,"artificial intelligence, computational machine learning",0.5882177352905273,7.0,123.0,130.0,"['cs.AI', 'cs.LG']"
"Training, Architecture, and Prior for Deterministic Uncertainty Methods",0,0,1,0,0,"optimization and control, computational machine learning",0.7257413864135742,8.0,121.0,129.0,"['math.OC', 'cs.LG']"
Mining Commonsense Facts from the Physical World,0,1,0,0,0,"artificial intelligence, statistics machine learning",0.6856000423431396,7.0,116.0,123.0,"['cs.AI', 'stat.ML']"
Neural Collapse in the Intermediate Hidden Layers of Classification Neural Networks,0,0,1,0,0,"artificial intelligence, computational machine learning",0.6120731830596924,7.0,119.0,126.0,"['cs.AI', 'cs.LG']"
Strong mixed-integer programming formulations for trained neural networks,0,0,0,1,0,"optimization and control, computational machine learning",0.9042611122131348,8.0,118.0,126.0,"['math.OC', 'cs.LG']"
Fast Mixing of Multi-Scale Langevin Dynamics under the Manifold Hypothesis,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning",0.7057697772979736,12.0,123.0,135.0,"['stat.ML', 'math.OC', 'cs.LG']"
UnQovering Stereotyping Biases via Underspecified Questions,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.6976776123046875,12.0,122.0,134.0,"['cs.AI', 'cs.CL', 'stat.ML']"
DirectProbe: Studying Representations without Classifiers,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",1.1754248142242432,16.0,118.0,134.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
KEPLER: A Unified Model for Knowledge Embedding and Pre-trained Language Representation,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",1.000070571899414,16.0,124.0,140.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Attention or memory? Neurointerpretable agents in space and time,1,0,0,0,0,"artificial intelligence, computational machine learning",0.5145103931427002,7.0,120.0,127.0,"['cs.AI', 'cs.LG']"
Smooth Inter-layer Propagation of Stabilized Neural Networks for Classification,1,0,1,0,1,"artificial intelligence, computational machine learning, statistics machine learning",0.9618291854858398,11.0,120.0,131.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Robustifying Models Against Adversarial Attacks by Langevin Dynamics,0,0,1,0,1,"artificial intelligence, computational machine learning, statistics machine learning",0.5952229499816895,11.0,121.0,132.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Responsibility: An Example-based Explainable AI approach via Training Process Inspection,0,0,1,0,0,"artificial intelligence, computational machine learning",0.9782342910766602,7.0,121.0,128.0,"['cs.AI', 'cs.LG']"
Math Word Problem Generation with Mathematical Consistency and Problem Context Constraints,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7086460590362549,12.0,120.0,132.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Development and Validation of an AI-Driven Model for the La Rance Tidal Barrage: A Generalisable Case Study,0,0,1,0,0,"artificial intelligence, computational machine learning",0.640662670135498,7.0,132.0,139.0,"['cs.AI', 'cs.LG']"
Classification of Stochastic Processes with Topological Data Analysis,0,0,1,0,1,"computational machine learning, statistics machine learning",0.6064200401306152,9.0,118.0,127.0,"['stat.ML', 'cs.LG']"
"Fractional variational calculus for non-differentiable functions, chapter",0,0,0,1,0,optimization and control,0.4875509738922119,4.0,122.0,126.0,['math.OC']
Algorithmic Bias in Machine Learning Based Delirium Prediction,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.6839663982391357,11.0,119.0,130.0,"['cs.AI', 'stat.ML', 'cs.LG']"
On the Intrinsic and Extrinsic Fairness Evaluation Metrics for Contextualized Language Representations,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7158341407775879,12.0,126.0,138.0,"['cs.AI', 'cs.CL', 'stat.ML']"
APPDIA: A Discourse-aware Transformer-based Style Transfer Model for Offensive Social Media Conversations,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7416961193084717,12.0,126.0,138.0,"['cs.AI', 'cs.CL', 'stat.ML']"
"FH-SWF SG at GermEval 2021: Using Transformer-Based Language Models to Identify Toxic, Engaging, & Fact-Claiming Comments",0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7041289806365967,12.0,137.0,149.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Post-Processing of Word Representations via Variance Normalization and Dynamic Embedding,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",1.1239900588989258,16.0,124.0,140.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Hyperbolic Geometry is Not Necessary: Lightweight Euclidean-Based Models for Low-Dimensional Knowledge Graph Embeddings,1,0,0,0,0,"artificial intelligence, computational machine learning, statistics machine learning",0.8589799404144287,11.0,129.0,140.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Neural Machine Translation with Joint Representation,0,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.7021236419677734,12.0,114.0,126.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Leveraging Knowledge Graph Embedding Techniques for Industry 4.0 Use Cases,1,0,0,0,0,"artificial intelligence, computational machine learning",0.689788818359375,7.0,123.0,130.0,"['cs.AI', 'cs.LG']"
The Principle of Unchanged Optimality in Reinforcement Learning Generalization,1,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.7632791996002197,11.0,121.0,132.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Representations of language in a model of visually grounded speech signal,1,1,1,0,0,"artificial intelligence, computation and language, computational machine learning",1.0048696994781494,12.0,120.0,132.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Simple steps are all you need: Frank-Wolfe and generalized self-concordant functions,0,0,1,1,1,"optimization and control, computational machine learning",0.5500261783599854,8.0,126.0,134.0,"['math.OC', 'cs.LG']"
Hierarchical Character Tagger for Short Text Spelling Error Correction,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7684893608093262,12.0,120.0,132.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Laughing Heads: Can Transformers Detect What Makes a Sentence Funny?,1,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7575631141662598,12.0,121.0,133.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Demystifying the Effects of Non-Independence in Federated Learning,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.7526249885559082,11.0,122.0,133.0,"['cs.AI', 'stat.ML', 'cs.LG']"
M-FAC: Efficient Matrix-Free Approximations of Second-Order Information,0,0,1,0,0,"optimization and control, computational machine learning",0.9181585311889648,8.0,123.0,131.0,"['math.OC', 'cs.LG']"
Stochastic Multiobjective Acceptability Analysis for the Choquet integral preference model and the scale construction problem,0,0,0,1,0,"optimization and control, statistics machine learning",0.7338376045227051,8.0,127.0,135.0,"['stat.ML', 'math.OC']"
Powershap: A Power-full Shapley Feature Selection Method,0,0,1,0,1,"optimization and control, statistics machine learning, computational machine learning",0.8363597393035889,12.0,120.0,132.0,"['stat.ML', 'math.OC', 'cs.LG']"
Monotone deep Boltzmann machines,1,0,1,0,0,"artificial intelligence, computational machine learning",1.0461583137512207,7.0,116.0,123.0,"['cs.AI', 'cs.LG']"
Augmenting BERT-style Models with Predictive Coding to Improve Discourse-level Representations,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.8815672397613525,12.0,126.0,138.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Variational Quantum Classifiers for Natural-Language Text,0,1,1,0,0,"artificial intelligence, computation and language, computational machine learning",0.91648268699646,12.0,118.0,130.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Opportunities and Challenges in Neural Dialog Tutoring,1,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.5992696285247803,12.0,116.0,128.0,"['cs.AI', 'cs.CL', 'cs.LG']"
CoPaSul Manual -- Contour-based parametric and superpositional intonation stylization,0,1,0,0,0,computation and language,0.5897159576416016,5.0,126.0,131.0,['cs.CL']
Does Baum-Welch Re-estimation Help Taggers?,0,1,0,0,0,"computation and language, statistics machine learning",0.7441971302032471,9.0,120.0,129.0,"['cs.CL', 'stat.ML']"
