text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,response_time,vram_usage,ram_usage,total_time,cs.AI pred,cs.CL pred,stat.ML pred,math.OC pred,cs.LG pred
Zero-shot Text-to-SQL Learning with Auxiliary Task,0,1,1,0,0,2.3878819942474365,5538,115.47265625,0.3494365,1,0,0,0,0
A Crowd-Annotated Spanish Corpus for Humor Analysis,0,1,0,0,0,2.4226160049438477,5538,115.4765625,0.3772191,0,0,1,0,0
A*Net: A Scalable Path-based Reasoning Approach for Knowledge Graphs,1,0,1,0,0,2.4353582859039307,5538,115.4765625,0.3897085,1,0,0,0,0
Enhanced E-Commerce Attribute Extraction: Innovating with Decorative Relation Correction and LLAMA 2.0-Based Annotation,1,0,0,0,0,2.408498764038086,5538,115.4765625,0.3722618,1,0,0,0,0
"Model Predictive Control, Cost Controllability, and Homogeneity *",0,0,0,1,0,2.3983676433563232,5538,115.48046875,0.3424662,0,0,0,1,0
Deep Latent State Space Models for Time-Series Generation,1,0,1,0,1,2.391495704650879,5538,115.48046875,0.3476856,1,0,0,0,0
"Fuzzy Knowledge Representation, Learning and Optimization with Bayesian Analysis in Fuzzy Semantic Networks",1,0,0,0,0,2.5369651317596436,5538,115.48046875,0.4807182,1,0,0,1,0
Enhancing Computation Efficiency in Large Language Models through Weight and Activation Quantization,0,1,0,0,0,2.480590581893921,5538,115.48046875,0.4496446,1,1,0,0,0
Crypto Pump and Dump Detection via Deep Learning Techniques,0,0,1,0,0,2.4287118911743164,5538,115.48046875,0.3697982,1,0,0,0,0
Parallel hybrid methods for generalized equilibrium problems and asymptotically strictly pseudocontractive mappings,0,0,0,1,0,2.54679012298584,5538,115.48828125,0.5027603,1,0,0,1,1
Thompson Sampling for Unsupervised Sequential Selection,0,0,1,0,1,2.4065308570861816,5538,115.48828125,0.361646,1,0,0,0,0
Stochastic Linear Bandits Robust to Adversarial Attacks,0,0,1,0,1,2.4817147254943848,5538,115.48828125,0.4420869,1,0,0,0,0
"Multiphase mean curvature flows with high mobility contrasts: a phase-field approach, with applications to nanowires",0,0,0,1,0,3.257777214050293,5538,115.4921875,1.2055476,1,1,1,0,1
Reducing Training Sample Memorization in GANs by Training with Memorization Rejection,0,0,1,0,0,2.421401023864746,5538,115.4921875,0.3914372,1,0,0,0,0
Contextual Bandits with Random Projection,0,0,1,0,1,2.4795267581939697,5538,115.4921875,0.4287771,1,0,0,0,0
ELM: Embedding and Logit Margins for Long-Tail Learning,0,0,1,0,1,2.454169750213623,5538,115.4921875,0.4076276,1,0,0,0,0
Memory Gym: Partially Observable Challenges to Memory-Based Agents in Endless Episodes,0,0,1,0,0,2.442030429840088,5538,115.4921875,0.4010923,1,0,0,0,1
Communication-Efficient {Federated} Learning Using Censored Heavy Ball Descent,1,0,1,0,0,2.4639461040496826,5538,115.49609375,0.4212308,1,0,0,0,0
First- and Second-Order Analysis for Optimization Problems with Manifold-Valued Constraints,0,0,0,1,0,2.4968535900115967,5538,115.49609375,0.454883,0,0,0,1,1
Examining Political Rhetoric with Epistemic Stance Detection,0,1,0,0,0,2.4161548614501953,5551,115.49609375,0.3813144,1,1,0,0,0
On the Reduction of Biases in Big Data Sets for the Detection of Irregular Power Usage,0,0,1,0,0,2.3543782234191895,5568,115.49609375,0.3182157,0,0,1,0,0
Federated Stochastic Gradient Descent Begets Self-Induced Momentum,0,0,1,0,0,2.5293521881103516,5606,115.49609375,0.4852209,1,0,0,0,0
Leveraging Pre-Trained 3D Object Detection Models For Fast Ground Truth Generation,1,0,1,0,1,2.4283554553985596,5590,115.5,0.3896229,1,0,0,0,0
Fully Bayesian Recurrent Neural Networks for Safe Reinforcement Learning,0,0,1,0,1,2.4880247116088867,5586,115.5,0.4563995,1,0,0,0,0
Second-order KKT optimality conditions for multi-objective optimal control problems,0,0,0,1,0,2.504786968231201,5580,115.5,0.478369,0,0,0,1,1
Autoencoding Binary Classifiers for Supervised Anomaly Detection,0,0,1,0,1,2.374950647354126,5580,115.5,0.3241269,1,0,0,0,0
Learning Generative Models of Structured Signals from Their Superposition Using GANs with Application to Denoising and Demixing,0,0,1,0,1,2.4698264598846436,5580,115.5,0.4295039,1,0,0,0,0
Architecture Selection via the Trade-off Between Accuracy and Robustness,0,0,1,0,1,2.4995999336242676,5580,115.5,0.4471841,0,0,0,1,1
SeamlessM4T: Massively Multilingual & Multimodal Machine Translation,0,1,0,0,0,2.4839587211608887,5580,115.5,0.4416482,1,0,0,0,1
Orlicz-space regularization for optimal transport and algorithms for quadratic regularization,0,0,0,1,0,2.392683744430542,5580,115.5078125,0.3524307,0,0,0,1,0
Infinite Sparse Structured Factor Analysis,0,0,0,0,1,2.4411063194274902,5580,115.5078125,0.3922734,1,0,0,0,0
A multi-functional simulation platform for on-demand ride service operations,1,0,0,0,0,2.4689857959747314,5580,115.5078125,0.4258369,1,0,0,0,1
Mean-field games of speedy information access with observation costs,0,0,0,1,0,2.402423858642578,5578,115.5078125,0.371362,1,0,0,0,0
Longitudinal Deep Kernel Gaussian Process Regression,0,0,1,0,1,2.567711353302002,5578,93.1953125,0.5097068,1,0,0,0,1
Transferring Agent Behaviors from Videos via Motion GANs,1,0,1,0,1,2.3679916858673096,5578,93.19921875,0.3180571,1,0,0,0,0
Heavy Traffic Queue Length Behavior in Switches with Reconfiguration Delay,0,0,0,1,0,2.404353618621826,5578,93.19921875,0.3455878,0,0,0,0,0
Proofing Tools Technology at Neurosoft S.A.,0,1,0,0,0,2.5068113803863525,5578,93.19921875,0.4607666,1,0,0,0,1
Transformed Subspace Clustering,0,0,1,0,1,2.3685033321380615,5578,93.203125,0.3220836,0,0,0,0,0
Model enumeration in propositional circumscription via unsatisfiable core analysis,1,0,0,0,0,2.6034469604492188,5578,93.203125,0.5529466,1,1,0,0,0
System Design for an Integrated Lifelong Reinforcement Learning Agent for Real-Time Strategy Games,1,0,1,0,0,2.4681529998779297,5578,93.203125,0.4151396,1,0,0,0,1
Effective Large Language Model Adaptation for Improved Grounding,0,1,0,0,0,2.3859500885009766,5578,93.203125,0.347184,1,0,0,0,0
Fast Approximate Nearest Neighbor Search With The Navigating Spreading-out Graph,0,0,1,0,0,2.402425527572632,5578,93.20703125,0.3748873,1,0,0,0,0
ZLPR: A Novel Loss for Multi-label Classification,0,1,1,0,0,2.475032329559326,5578,93.20703125,0.4391033,1,0,0,0,0
Bayesian Optimization using Pseudo-Points,0,0,1,0,1,2.5396487712860107,5578,93.2109375,0.484704,1,0,0,1,1
Bayesian Optimisation for Mixed-Variable Inputs using Value Proposals,0,0,1,0,1,2.4869680404663086,5578,93.21484375,0.4468327,1,0,0,1,1
Learning Word Embeddings for Hyponymy with Entailment-Based Distributional Semantics,0,1,0,0,0,2.4515042304992676,5578,93.21875,0.3937061,1,0,0,0,0
Scene Graph Modification Based on Natural Language Commands,0,1,0,0,0,2.556826591491699,5578,93.21875,0.4999626,1,0,0,0,1
Frank-Wolfe-based Algorithms for Approximating Tyler's M-estimator,0,0,1,1,1,2.5335805416107178,5578,93.21875,0.4886475,1,0,0,1,1
Naive Bayes and Exemplar-Based approaches to Word Sense Disambiguation Revisited,1,1,0,0,0,2.3822100162506104,5578,93.23046875,0.3668622,1,0,1,0,0
Necessary conditions involving Lie brackets for impulsive optimal control problems; the commutative case,0,0,0,1,0,2.4894511699676514,5578,93.23046875,0.4475158,0,0,0,1,1
How Infinitely Wide Neural Networks Can Benefit from Multi-task Learning -- an Exact Macroscopic Characterization,0,0,1,0,1,2.400822162628174,5578,93.23046875,0.3676992,1,0,0,0,0
Not All Linearizations Are Equally Data-Hungry in Sequence Labeling Parsing,0,1,0,0,0,2.4770281314849854,5578,93.23046875,0.4375863,1,0,0,0,0
Selecting Features by their Resilience to the Curse of Dimensionality,0,0,1,0,0,2.4759726524353027,5578,93.23046875,0.4336049,1,0,0,0,0
Latent Geometry and Memorization in Generative Models,0,0,1,0,1,2.4686222076416016,5578,93.23046875,0.4209277,1,0,0,0,0
A Collection of Deep Learning-based Feature-Free Approaches for Characterizing Single-Objective Continuous Fitness Landscapes,0,0,1,0,0,2.4411427974700928,5578,93.234375,0.3976215,1,0,0,0,0
SAPFOCS: a metaheuristic based approach to part family formation problems in group technology,1,0,0,0,0,2.5353524684906006,5578,93.2421875,0.4861281,0,0,0,1,1
IslamicPCQA: A Dataset for Persian Multi-hop Complex Question Answering in Islamic Text Resources,1,1,0,0,0,2.3955800533294678,5578,93.2421875,0.3736759,1,0,0,0,0
A Complete Method of Comparative Statics for Optimization Problems (Unabbreviated Version),0,0,0,1,0,2.541093111038208,5578,93.2421875,0.5055411,0,0,0,1,1
Authorship Analysis of Xenophon's Cyropaedia,0,1,0,0,0,2.4576423168182373,5578,93.24609375,0.4287686,1,1,0,0,0
Learning Invariances using the Marginal Likelihood,0,0,1,0,1,2.442202091217041,5578,93.24609375,0.3942981,1,0,0,0,0
Question Answering on Knowledge Bases and Text using Universal Schema and Memory Networks,0,1,0,0,0,2.457479953765869,5559,93.24609375,0.413061,1,1,0,0,0
Online Clustering of Bandits with Misspecified User Models,1,0,1,0,0,2.450208902359009,5550,93.24609375,0.408557,1,0,0,0,0
Training Language Models with Language Feedback,1,1,1,0,0,2.3896751403808594,5575,93.24609375,0.3666788,1,0,0,0,0
A probabilistic estimation and prediction technique for dynamic continuous social science models: The evolution of the attitude of the Basque Country population towards ETA as a case study,0,0,1,0,0,2.279292583465576,5578,93.24609375,0.2403556,0,0,1,0,0
Athena 2.0: Contextualized Dialogue Management for an Alexa Prize SocialBot,0,1,0,0,0,2.317469596862793,5578,93.24609375,0.2639201,1,0,0,0,1
Controller Synthesis for Safety of Physically-Viable Data-Driven Models,0,0,0,1,0,2.3584859371185303,5578,93.25,0.3137931,0,0,0,1,1
A Convex Similarity Index for Sparse Recovery of Missing Image Samples,0,0,1,0,1,2.2707388401031494,5583,93.25,0.2245268,0,0,1,0,0
SECTOR: A Neural Model for Coherent Topic Segmentation and Classification,0,1,0,0,0,2.5173351764678955,5573,93.25390625,0.4833602,1,0,0,0,0
Deep Sets for Generalization in RL,1,0,1,0,1,2.432729721069336,5563,93.25390625,0.3744054,1,0,0,0,0
Certified Robustness in Federated Learning,0,0,1,0,0,2.489060878753662,5563,93.25390625,0.4427047,1,0,0,0,0
Healthcare Cost Prediction: Leveraging Fine-grain Temporal Patterns,0,0,1,0,0,2.515162467956543,5563,93.25390625,0.4805678,0,0,1,0,0
"A Survey in Automatic Irony Processing: Linguistic, Cognitive, and Multi-X Perspectives",0,1,0,0,0,2.4236133098602295,5561,93.2578125,0.3724222,1,0,1,0,0
Streaming Attention-Based Models with Augmented Memory for End-to-End Speech Recognition,0,1,0,0,0,2.511533737182617,5561,93.2578125,0.4661087,1,0,0,0,1
Adapting Auxiliary Losses Using Gradient Similarity,0,0,1,0,1,2.3695268630981445,5562,93.2578125,0.3514536,1,0,0,0,0
Can Language Models Teach Weaker Agents? Teacher Explanations Improve Students via Personalization,1,1,1,0,0,2.5668232440948486,5561,93.2578125,0.5216198,1,0,0,0,1
Player-optimal Stable Regret for Bandit Learning in Matching Markets,0,0,1,0,0,2.4388210773468018,5561,93.2578125,0.3918907,1,0,0,0,0
Cliff-Learning,1,0,1,0,1,2.4767818450927734,5561,93.2578125,0.4342461,1,0,0,0,1
A Song of Ice and Fire: Analyzing Textual Autotelic Agents in ScienceWorld,1,1,1,0,0,2.5288326740264893,5561,93.2578125,0.4838107,1,1,0,0,0
What Should I Know? Using Meta-gradient Descent for Predictive Feature Discovery in a Single Stream of Experience,1,0,1,0,0,2.422067403793335,5561,93.2578125,0.3848547,1,0,0,0,0
T-Projection: High Quality Annotation Projection for Sequence Labeling Tasks,0,1,0,0,0,2.481858253479004,5561,93.2578125,0.4413572,1,0,0,0,0
SSLCL: An Efficient Model-Agnostic Supervised Contrastive Learning Framework for Emotion Recognition in Conversations,0,1,0,0,0,2.462411880493164,5561,93.2578125,0.4222124,1,0,0,0,0
A modeler's guide to handle complexity in energy systems optimization,0,0,0,1,0,2.500884532928467,5561,93.2578125,0.4675497,0,0,0,1,1
Physical-Virtual Collaboration Modeling for Intra-and Inter-Station Metro Ridership Prediction,0,0,1,0,0,2.4941885471343994,5561,93.2578125,0.4492953,1,1,0,0,0
TFE-GNN: A Temporal Fusion Encoder Using Graph Neural Networks for Fine-grained Encrypted Traffic Classification,1,0,1,0,0,2.4549765586853027,5561,93.2578125,0.4082285,1,0,0,0,0
Verifiable RNN-Based Policies for POMDPs Under Temporal Logic Constraints,1,0,0,0,0,2.5480616092681885,5561,93.2578125,0.5017167,1,0,0,0,0
Out of Order: How Important Is The Sequential Order of Words in a Sentence in Natural Language Understanding Tasks?,1,1,1,0,0,2.4646382331848145,5561,93.2578125,0.4143131,1,1,0,0,0
Depth Uncertainty in Neural Networks,0,0,1,0,1,2.4268016815185547,5561,93.2578125,0.3762368,1,0,0,0,0
SAFE: Scalable Automatic Feature Engineering Framework for Industrial Tasks,0,0,1,0,1,2.487464666366577,5561,93.2578125,0.4309627,1,0,0,0,0
Cognitive Dynamic Systems: A Technical Review of Cognitive Radar,1,0,0,0,0,2.4524154663085938,5561,93.2578125,0.4086868,1,0,0,0,1
Neural Text Generation with Artificial Negative Examples,1,1,0,0,0,2.469623327255249,5561,93.2578125,0.4342327,1,0,0,0,0
Deep Understanding based Multi-Document Machine Reading Comprehension,1,1,0,0,0,2.5607967376708984,5561,93.2578125,0.5107203,1,0,0,0,1
Addressing Exposure Bias With Document Minimum Risk Training: Cambridge at the WMT20 Biomedical Translation Task,0,1,0,0,0,2.4402759075164795,5562,93.26171875,0.396635,1,0,0,0,0
Enabling Medical Translation for Low-Resource Languages,0,1,0,0,0,2.3596031665802,5561,93.26171875,0.3231106,1,0,0,0,0
The Minimax Complexity of Distributed Optimization,0,0,1,1,0,2.4941799640655518,5561,93.26171875,0.454756,0,0,0,1,1
Heterogeneous domain adaptation: An unsupervised approach,0,0,1,0,1,2.392988681793213,5561,93.26171875,0.3486405,1,0,0,0,0
Accurate Kernel Learning for Linear Gaussian Markov Processes using a Scalable Likelihood Computation,0,0,1,0,1,2.462036371231079,5561,93.26171875,0.4088455,1,0,0,0,0
Human-like Summarization Evaluation with ChatGPT,0,1,0,0,0,2.456745147705078,5561,93.26171875,0.4035094,1,0,0,0,0
Synapse at CAp 2017 NER challenge: Fasttext CRF,0,1,0,0,0,2.457289457321167,5561,93.26171875,0.4147543,1,0,0,0,0
Differential Privacy for Multi-armed Bandits: What Is It and What Is Its Cost?,0,0,1,0,1,2.3855788707733154,5561,93.26171875,0.3375897,0,0,1,0,0
Beyond Noise: Mitigating the Impact of Fine-grained Semantic Divergences on Neural Machine Translation,0,1,0,0,0,2.5247836112976074,5561,93.26171875,0.4829231,1,0,0,0,0
The Effect of Natural Distribution Shift on Question Answering Models,0,1,1,0,1,2.4263811111450195,5561,93.26171875,0.3762121,1,0,0,0,0
Forecasting Unobserved Node States with spatio-temporal Graph Neural Networks,0,0,1,0,0,2.6035783290863037,5561,93.26171875,0.560645,1,0,0,0,1
One Representation per Word - Does it make Sense for Composition?,0,1,0,0,0,2.473435401916504,5561,93.26171875,0.4243824,1,0,0,0,1
Recursive Binding for Similarity-Preserving Hypervector Representations of Sequences,1,0,0,0,0,2.5130417346954346,5561,93.26171875,0.4655155,1,0,0,0,0
On Planning while Learning,1,0,0,0,0,2.4394209384918213,5561,93.26171875,0.3866648,1,0,0,0,0
Perspectives on characteristics based curse-of-dimensionality-free numerical approaches for solving Hamilton-Jacobi equations,0,0,0,1,0,2.5225448608398438,5561,93.26171875,0.4742538,1,0,1,0,0
A Discourse-based Approach in Text-based Machine Translation,0,1,0,0,0,2.508488178253174,5561,93.26171875,0.4552296,1,1,0,0,0
Convex Point Estimation using Undirected Bayesian Transfer Hierarchies,0,0,1,0,1,2.574221611022949,5561,93.26171875,0.5194675,1,0,0,1,1
Predicting and controlling the dynamics of infectious diseases,0,0,0,1,0,2.4342188835144043,5563,93.26171875,0.3903309,1,0,1,0,0
Reflection-Tuning: Data Recycling Improves LLM Instruction-Tuning,0,1,0,0,0,2.406167984008789,5564,93.26171875,0.3542172,1,0,0,0,0
Analysing Fuzzy Sets Through Combining Measures of Similarity and Distance,1,0,0,0,0,2.5295395851135254,5563,93.26171875,0.4802831,0,0,0,0,0
Flexible Complementarity Solvers for Large-Scale Applications,0,0,0,1,0,2.4189233779907227,5563,93.26171875,0.3770846,1,0,0,0,0
Varying-coefficient models with isotropic Gaussian process priors,0,0,1,0,1,2.4396331310272217,5563,93.27734375,0.3841784,0,0,1,0,0
Tutorials on Advanced Optimization Methods,0,0,0,1,0,2.535184860229492,5575,93.27734375,0.4812752,0,0,0,1,1
Non-parametric Probabilistic Time Series Forecasting via Innovations Representation,0,0,1,0,0,2.3516080379486084,5574,93.28515625,0.3156207,0,0,1,0,0
Equitable Continuous Organizations with Self-Assessed Valuations,0,0,0,1,0,2.50314998626709,5567,93.2890625,0.447874,1,0,0,0,0
An Efficient Solution to s-Rectangular Robust Markov Decision Processes,0,0,1,1,0,2.508254289627075,5568,93.2890625,0.4710955,0,0,0,1,1
"Story-thinking, computational-thinking, programming and software engineering",0,1,0,0,0,2.489720106124878,5568,93.2890625,0.4421973,1,1,0,0,0
GraphNorm: A Principled Approach to Accelerating Graph Neural Network Training,0,0,1,1,1,2.446770668029785,5568,93.2890625,0.4007735,1,0,0,0,0
Robust Semi-Supervised Graph Classifier Learning with Negative Edge Weights,0,0,1,0,0,2.4562814235687256,5568,93.2890625,0.4043832,1,0,0,0,0
Universal and Independent: Multilingual Probing Framework for Exhaustive Model Interpretation and Evaluation,1,1,0,0,0,2.432260513305664,5579,93.2890625,0.387154,1,0,0,0,0
Learning to Extract Coherent Summary via Deep Reinforcement Learning,0,1,0,0,0,2.3903512954711914,5582,93.29296875,0.3480903,1,0,0,0,0
Analysis of Q-learning with Adaptation and Momentum Restart for Gradient Descent,0,0,1,1,0,2.417538642883301,5583,93.29296875,0.3710661,1,0,0,0,0
Prior Knowledge Driven Label Embedding for Slot Filling in Natural Language Understanding,0,1,1,0,0,2.5311119556427,5580,93.29296875,0.4841083,1,0,0,0,0
Learning optimal Bayesian prior probabilities from data,0,0,1,0,1,2.4988014698028564,5569,93.29296875,0.4571486,1,0,1,0,0
Cross Copy Network for Dialogue Generation,0,1,0,0,0,2.402677297592163,5569,93.29296875,0.3629469,1,0,0,0,0
Measuring Mathematical Problem Solving With the MATH Dataset,1,1,1,0,0,2.4209296703338623,5569,93.29296875,0.3959731,0,0,1,0,0
Decision-Making with Belief Functions: a Review,1,0,0,0,0,2.5688815116882324,5569,93.29296875,0.5297713,1,0,0,0,0
Linear-quadratic optimal control under non-Markovian switching,0,0,0,1,0,2.4132094383239746,5583,93.29296875,0.3607891,0,0,0,1,1
Continuously Learning Neural Dialogue Management,0,1,1,0,0,2.511713981628418,5582,93.29296875,0.4681486,1,0,0,0,1
LongQLoRA: Efficient and Effective Method to Extend Context Length of Large Language Models,1,1,0,0,0,2.3897855281829834,5579,93.29296875,0.339619,1,0,0,0,0
Adversarial Training for Aspect-Based Sentiment Analysis with BERT,0,1,1,0,1,2.5062925815582275,5587,93.29296875,0.453688,1,0,0,0,0
How Well Do You Know Your Audience? Toward Socially-aware Question Generation,0,1,0,0,0,2.383716106414795,5594,93.29296875,0.3492793,1,0,0,0,1
Quadratic nonseparable resource allocation problems with generalized bound constraints,0,0,0,1,0,2.467653512954712,5593,93.29296875,0.4222048,0,0,0,1,1
Stochastic Variance-Reduced Prox-Linear Algorithms for Nonconvex Composite Optimization,0,0,0,1,0,2.449374198913574,5577,93.29296875,0.4098422,0,0,0,1,0
Is Fine-tuning Needed? Pre-trained Language Models Are Near Perfect for Out-of-Domain Detection,0,1,1,0,0,2.4190616607666016,5577,93.29296875,0.3821,1,0,0,0,0
Modal-specific Pseudo Query Generation for Video Corpus Moment Retrieval,0,1,0,0,0,2.5334408283233643,5581,93.29296875,0.4833523,1,0,0,0,1
"Towards a framework for evaluating the safety, acceptability and efficacy of AI systems for health: an initial synthesis",1,0,0,0,0,2.388791561126709,5587,93.29296875,0.3464488,1,0,0,0,0
Evidential relational clustering using medoids,1,0,0,0,0,2.705089569091797,5571,93.29296875,0.6629114,1,0,0,0,0
Speeding Up OPFython with Numba,1,0,1,0,0,2.375758171081543,5595,92.81640625,0.3289457,0,0,0,1,0
Open-domain Topic Identification of Out-of-domain Utterances using Wikipedia,0,1,1,0,0,2.4798226356506348,5593,92.81640625,0.4360004,1,0,0,0,0
Sentiment Analysis at SEPLN (TASS)-2019: Sentiment Analysis at Tweet level using Deep Learning,0,1,0,0,0,2.4104418754577637,5585,92.81640625,0.3631831,1,0,0,0,0
The Internet of Federated Things (IoFT): A Vision for the Future and In-depth Survey of Data-driven Approaches for Federated Learning,0,0,1,0,0,2.4759933948516846,5574,92.81640625,0.4379797,1,0,0,0,0
Leveraging Acoustic and Linguistic Embeddings from Pretrained speech and language Models for Intent Classification,0,1,0,0,0,2.382497787475586,5573,92.81640625,0.3316276,1,0,0,0,0
"A Lagrangian-Based Method with ""False Penalty'' for Linearly Constrained Nonconvex Composite Optimization",0,0,0,1,0,2.4953370094299316,5573,92.81640625,0.4458851,0,0,0,1,1
An Application of BnB-NSGAII: Initializing NSGAII to Solve 3 Stage Reducer Problem,0,0,0,1,0,2.502028465270996,5573,92.81640625,0.461263,1,0,0,1,1
Implementing a Unit Commitment Power Market Model in FICO Xpress-Mosel,0,0,0,1,0,2.38626766204834,5574,92.82421875,0.3358538,0,0,0,1,0
A Combination of Multi-Objective Genetic Algorithm and Deep Learning for Music Harmony Generation,1,0,0,0,0,2.6378097534179688,5573,92.82421875,0.5989105,1,0,0,0,1
CausalNLP: A Practical Toolkit for Causal Inference with Text,0,1,1,0,0,2.5604753494262695,5574,92.82421875,0.5153373,1,0,1,0,1
Mitigating Racial Biases in Toxic Language Detection with an Equity-Based Ensemble Framework,0,1,1,0,0,2.4089996814727783,5573,92.82421875,0.3641803,1,0,0,0,0
ECSP: A New Task for Emotion-Cause Span-Pair Extraction and Classification,0,1,0,0,0,2.465318441390991,5573,92.82421875,0.4232868,1,0,0,0,0
Ranking Constraint Relaxations for Mixed Integer Programs Using a Machine Learning Approach,0,0,0,1,0,2.5644304752349854,5573,92.82421875,0.5123011,0,0,0,1,1
FonMTL: Towards Multitask Learning for the Fon Language,1,1,0,0,0,2.481436014175415,5573,92.82421875,0.4218668,1,0,0,0,0
Towards better traffic volume estimation: Jointly addressing the underdetermination and nonequilibrium problems with correlation-adaptive GNNs,0,0,1,0,1,2.516157627105713,5574,92.828125,0.4756032,1,0,0,0,1
Deep-gKnock: nonlinear group-feature selection with deep neural network,0,0,1,0,1,2.4473650455474854,5573,92.828125,0.3968344,1,0,0,0,0
Anytime Generation of Counterfactual Explanations for Text Classification,0,1,1,0,0,2.4256744384765625,5574,92.828125,0.3865734,1,0,0,0,0
A Symmetric Loss Perspective of Reliable Machine Learning,0,0,1,0,1,2.5493357181549072,5573,92.828125,0.4960576,1,0,0,0,0
Asynchronous Schemes for Stochastic and Misspecified Potential Games and Nonconvex Optimization,0,0,0,1,0,2.443002223968506,5574,92.828125,0.4044901,0,0,0,0,0
Delphic Offline Reinforcement Learning under Nonidentifiable Hidden Confounding,1,0,1,0,0,2.4196131229400635,5573,92.828125,0.3742312,1,0,0,0,0
Minimizing the Societal Cost of Credit Card Fraud with Limited and Imbalanced Data,0,0,1,0,1,2.4133572578430176,5573,92.828125,0.3725124,0,0,1,0,0
Diversity in Action: General-Sum Multi-Agent Continuous Inverse Optimal Control,0,0,1,0,1,2.520624876022339,5574,92.828125,0.4809623,0,0,0,1,1
Controllability Analysis of Motion of Artificial Satellite Under the Effect of Oblateness of the Earth,0,0,0,1,0,2.4118826389312744,5573,92.828125,0.3657276,1,0,0,1,0
High Multiplicity Scheduling with Switching Costs for few Products,0,0,0,1,0,2.3487815856933594,5574,92.828125,0.3185733,0,0,0,1,0
UoB at SemEval-2020 Task 1: Automatic Identification of Novel Word Senses,0,1,0,0,0,2.505927324295044,5573,92.828125,0.4760579,1,0,0,0,0
An Unsupervised Joint System for Text Generation from Knowledge Graphs and Semantic Parsing,1,1,0,0,0,2.541048765182495,5595,92.828125,0.4868902,1,1,0,0,0
The Expressive Power of Neural Networks: A View from the Width,0,0,1,0,0,2.3457064628601074,5595,92.828125,0.3017852,1,0,0,0,0
A new hybrid metric for verifying parallel corpora of Arabic-English,0,1,0,0,0,2.4257607460021973,5587,93.234375,0.3715598,0,0,1,0,0
"On Probability Distributions for Trees: Representations, Inference and Learning",0,0,1,0,0,2.424642324447632,5578,93.234375,0.3779486,0,0,1,0,0
Clenshaw Graph Neural Networks,1,0,1,0,0,2.4797356128692627,5577,93.234375,0.4242103,1,0,0,0,0
Term Definitions Help Hypernymy Detection,0,1,0,0,0,2.403334617614746,5577,93.234375,0.352486,0,0,0,0,0
What changes when you randomly choose BPE merge operations? Not much,1,1,0,0,0,2.449017286300659,5577,93.234375,0.4090927,1,0,0,0,0
ProVe -- Self-supervised pipeline for automated product replacement and cold-starting based on neural language models,0,1,1,0,0,2.4138035774230957,5577,93.234375,0.3667012,1,0,0,0,0
"Beyond Chain-of-Thought, Effective Graph-of-Thought Reasoning in Large Language Models",0,1,0,0,0,2.444882869720459,5577,93.234375,0.3982281,1,0,0,0,0
Is Distance Matrix Enough for Geometric Deep Learning?,1,0,1,0,0,2.4767141342163086,5578,93.234375,0.4265925,0,0,0,0,1
Bandit Pareto Set Identification: the Fixed Budget Setting,0,0,1,0,1,2.740452289581299,5577,93.234375,0.6979636,1,0,0,0,0
A Study on Mitigating Hard Boundaries of Decision-Tree-based Uncertainty Estimates for AI Models,1,0,1,0,0,2.4342334270477295,5578,93.234375,0.377607,1,0,0,0,0
Lower Bounds for Higher-Order Convex Optimization,0,0,1,1,1,2.5232152938842773,5577,93.234375,0.4715314,0,0,0,1,1
Multimodal Prediction and Personalization of Photo Edits with Deep Generative Models,0,0,1,0,1,2.378711223602295,5577,93.234375,0.3435918,1,0,0,0,0
EmoBERTa: Speaker-Aware Emotion Recognition in Conversation with RoBERTa,0,1,0,0,0,2.442594289779663,5577,93.234375,0.4080394,1,0,0,0,0
MERL: Multi-Head Reinforcement Learning,1,0,1,0,1,2.4144856929779053,5577,93.234375,0.363141,1,0,0,0,0
Adaptive Verifiable Training Using Pairwise Class Similarity,0,0,1,0,0,2.455930709838867,5578,93.234375,0.4073023,1,0,0,0,0
Chinese Spelling Error Detection Using a Fusion Lattice LSTM,0,1,0,0,0,2.4462485313415527,5578,93.234375,0.3980075,1,0,0,0,0
Online detection of failures generated by storage simulator,0,0,1,0,0,2.3862416744232178,5577,93.234375,0.3340387,1,0,0,0,0
Second-order sufficient conditions for sparse optimal control of singular Allen--Cahn systems with dynamic boundary conditions,0,0,0,1,0,2.4983930587768555,5577,93.234375,0.4539971,0,0,0,1,1
Pchatbot: A Large-Scale Dataset for Personalized Chatbot,1,1,0,0,0,2.421632766723633,5577,93.234375,0.3875354,1,0,0,0,1
From Optimality to Robustness: Dirichlet Sampling Strategies in Stochastic Bandits,0,0,1,0,1,2.4188754558563232,5577,93.234375,0.3636762,0,0,0,1,0
ForecastNet: A Time-Variant Deep Feed-Forward Neural Network Architecture for Multi-Step-Ahead Time-Series Forecasting,0,0,1,0,1,2.5573606491088867,5578,93.23828125,0.5158661,1,0,1,0,1
Formalization of semantic network of image constructions in electronic content,0,1,0,0,0,2.5123908519744873,5578,93.23828125,0.4613438,1,0,0,0,1
Reduction of Parameter Redundancy in Biaffine Classifiers with Symmetric and Circulant Weight Matrices,0,1,0,0,0,2.393845558166504,5578,93.23828125,0.3506439,1,0,0,0,0
