text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
Measuring Social Bias in Knowledge Graph Embeddings,0,1,0,0,0,"statistics machine learning, artificial intelligence
",0.6039927005767822,7.0,102.0,109.0,"['cs.AI', 'stat.ML']"
Task-Driven Dictionary Learning,0,0,0,0,1,"computational machine learning
",1.1394953727722168,4.0,99.0,103.0,['cs.LG']
A Random Matrix Theory Approach to Damping in Deep Learning,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1929738521575928,8.0,105.0,113.0,"['stat.ML', 'cs.LG']"
Vocabulary Manipulation for Neural Machine Translation,0,1,0,0,0,"computation and language, artificial intelligence, statistics machine learning
",0.6039531230926514,11.0,100.0,111.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Cutting planes for signomial programming,0,0,0,1,0,"optimization and control, computational machine learning
",1.492403268814087,8.0,100.0,108.0,"['math.OC', 'cs.LG']"
Best-of-three-worlds Analysis for Linear Bandits with Follow-the-regularized-leader Algorithm,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning
",1.2677743434906006,12.0,116.0,128.0,"['stat.ML', 'math.OC', 'cs.LG']"
Context-aware Natural Language Generation with Recurrent Neural Networks,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",1.1513595581054688,11.0,104.0,115.0,"['cs.AI', 'cs.CL', 'stat.ML']"
"Les Entit\'es Nomm\'ees : usage et degr\'es de pr\'ecision et de d\'esambigu\""isation",0,1,0,0,0,"computation and language
",1.101710557937622,4.0,123.0,127.0,['cs.CL']
Transformer as Linear Expansion of Learngene,1,0,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",0.6523418426513672,15.0,102.0,117.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
We are what we repeatedly do: Inducing and deploying habitual schemas in persona-based responses,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",0.6765990257263184,15.0,112.0,127.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
A Convergence Theory for SVGD in the Population Limit under Talagrand's Inequality T1,0,0,1,1,0,"statistics machine learning, computational machine learning
",0.6497282981872559,8.0,113.0,121.0,"['stat.ML', 'cs.LG']"
Simple Model Also Works: A Novel Emotion Recognition Network in Textual Conversation Based on Curriculum Learning Strategy,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",0.6068146228790283,11.0,113.0,124.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Experimental Demonstration of Frequency Regulation by Commercial Buildings - Part II: Results and Performance Evaluation,0,0,0,1,0,"optimization and control
",0.6628966331481934,4.0,110.0,114.0,['math.OC']
Syst\`eme de traduction automatique statistique Anglais-Arabe,0,1,1,0,0,"computation and language, statistics machine learning
",1.3309059143066406,8.0,105.0,113.0,"['cs.CL', 'stat.ML']"
Paraphrase Generation as Unsupervised Machine Translation,0,1,0,0,0,"computation and language, statistics machine learning
",0.7665812969207764,8.0,104.0,112.0,"['cs.CL', 'stat.ML']"
Semantic Norm Recognition and its application to Portuguese Law,0,1,1,0,0,"computation and language
",1.3713579177856445,4.0,103.0,107.0,['cs.CL']
Telescoping Density-Ratio Estimation,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.161513090133667,8.0,100.0,108.0,"['stat.ML', 'cs.LG']"
Question Answering with Subgraph Embeddings,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.6192595958709717,10.0,101.0,111.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Editable Neural Networks,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning
",0.5873210430145264,11.0,97.0,108.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Sentence-Incremental Neural Coreference Resolution,0,1,0,0,0,"computation and language, artificial intelligence
",0.5661106109619141,7.0,101.0,108.0,"['cs.AI', 'cs.CL']"
Model Stitching: Looking For Functional Similarity Between Representations,0,0,1,0,0,"statistics machine learning, artificial intelligence, computational machine learning
",0.6121246814727783,11.0,104.0,115.0,"['cs.AI', 'stat.ML', 'cs.LG']"
The Futility of Bias-Free Learning and Search,0,0,1,0,1,"statistics machine learning, artificial intelligence
",1.1200807094573975,7.0,104.0,111.0,"['cs.AI', 'stat.ML']"
Noisy Text Data: Achilles' Heel of popular transformer based NLP models,1,1,1,0,0,"statistics machine learning, computation and language, artificial intelligence
",1.1863341331481934,11.0,108.0,119.0,"['cs.AI', 'cs.CL', 'stat.ML']"
An Interdisciplinary Approach for the Automated Detection and Visualization of Media Bias in News Articles,0,1,0,0,0,"computation and language, artificial intelligence, statistics machine learning
",1.3148713111877441,11.0,110.0,121.0,"['cs.AI', 'cs.CL', 'stat.ML']"
An Empirical Evaluation of Generic Convolutional and Recurrent Networks for Sequence Modeling,1,1,1,0,0,"statistics machine learning, computational machine learning
",0.7105817794799805,8.0,107.0,115.0,"['stat.ML', 'cs.LG']"
Automatic Geo-alignment of Artwork in Children's Story Books,1,0,0,0,0,"artificial intelligence, computation and language
",0.5800347328186035,7.0,106.0,113.0,"['cs.AI', 'cs.CL']"
Parallel and Flexible Dynamic Programming via the Randomized Mini-Batch Operator,0,0,0,1,0,"optimization and control, computational machine learning
",0.6699519157409668,8.0,106.0,114.0,"['math.OC', 'cs.LG']"
MESED: A Multi-modal Entity Set Expansion Dataset with Fine-grained Semantic Classes and Hard Negative Entities,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",1.1717469692230225,15.0,115.0,130.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Human-Machine Cooperative Multimodal Learning Method for Cross-subject Olfactory Preference Recognition,1,0,0,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",0.6348028182983398,11.0,111.0,122.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Time-Aware Q-Networks: Resolving Temporal Irregularity for Deep Reinforcement Learning,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",1.1117360591888428,11.0,110.0,121.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Text normalization for endangered languages: the case of Ligurian,0,1,0,0,0,"computation and language
",1.1493439674377441,4.0,105.0,109.0,['cs.CL']
When Hearst Is not Enough: Improving Hypernymy Detection from Corpus with Distributional Models,0,1,0,0,0,"computation and language, artificial intelligence
",0.7415206432342529,7.0,111.0,118.0,"['cs.AI', 'cs.CL']"
Fast Convergence for Stochastic and Distributed Gradient Descent in the Interpolation Limit,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning
",0.6240885257720947,12.0,106.0,118.0,"['stat.ML', 'math.OC', 'cs.LG']"
Representation Learning with Contrastive Predictive Coding,0,0,1,0,1,"statistics machine learning, computational machine learning, artificial intelligence
",1.1810388565063477,11.0,102.0,113.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Data Augmentation by Concatenation for Low-Resource Translation: A Mystery and a Solution,0,1,0,0,0,"computation and language, statistics machine learning
",0.7596406936645508,8.0,112.0,120.0,"['cs.CL', 'stat.ML']"
Repeated Environment Inference for Invariant Learning,0,0,1,0,0,"statistics machine learning, computational machine learning
",0.6397712230682373,8.0,101.0,109.0,"['stat.ML', 'cs.LG']"
Separability of Hermitian Tensors and PSD Decompositions,0,0,0,1,0,"statistics machine learning, computational machine learning
",1.2292730808258057,8.0,106.0,114.0,"['stat.ML', 'cs.LG']"
Bayesian Semisupervised Learning with Deep Generative Models,0,0,0,0,1,"statistics machine learning, computational machine learning, artificial intelligence
",1.312817096710205,11.0,105.0,116.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Playing Angry Birds with a Domain-Independent PDDL+ Planner,1,0,0,0,0,"artificial intelligence, optimization and control
",0.6053593158721924,7.0,106.0,113.0,"['cs.AI', 'math.OC']"
Clustering to Reduce Spatial Data Set Size,0,0,1,0,1,"computational machine learning
",0.5920240879058838,4.0,101.0,105.0,['cs.LG']
Prompting in Autoregressive Large Language Models,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",0.7183263301849365,11.0,103.0,114.0,"['cs.AI', 'cs.CL', 'stat.ML']"
A Survey on Anomaly Detection for Technical Systems using LSTM Networks,1,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning
",1.1687850952148438,11.0,105.0,116.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Coalesced Multi-Output Tsetlin Machines with Clause Sharing,1,0,1,0,0,"computational machine learning
",1.1756491661071777,4.0,107.0,111.0,['cs.LG']
BRIO: Bringing Order to Abstractive Summarization,0,1,0,0,0,"- computation and language
- artificial intelligence
- statistics machine learning
",0.7499456405639648,14.0,104.0,118.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Canonical forms for polynomial systems with balanced super-linearizations,0,0,0,1,0,"computational machine learning
",1.4676463603973389,4.0,105.0,109.0,['cs.LG']
A Universal Variance Reduction-Based Catalyst for Nonconvex Low-Rank Matrix Recovery,0,0,0,0,1,"optimization and control, computational machine learning
",0.6091170310974121,8.0,109.0,117.0,"['math.OC', 'cs.LG']"
When Urban Region Profiling Meets Large Language Models,1,1,0,0,0,"computation and language
",0.6082437038421631,4.0,102.0,106.0,['cs.CL']
Developing novel ligands with enhanced binding affinity for the sphingosine 1-phosphate receptor 1 using machine learning,0,0,1,0,0,"artificial intelligence, computational machine learning
",0.6688706874847412,7.0,116.0,123.0,"['cs.AI', 'cs.LG']"
AstBERT: Enabling Language Model for Financial Code Understanding with Abstract Syntax Trees,1,0,1,0,0,"computation and language, artificial intelligence
",0.6524884700775146,7.0,108.0,115.0,"['cs.AI', 'cs.CL']"
Deep Temporal Sigmoid Belief Networks for Sequence Modeling,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning
",1.1567375659942627,11.0,103.0,114.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Enhancing Fine-Tuning Based Backdoor Defense with Sharpness-Aware Minimization,1,0,0,0,0,"statistics machine learning, artificial intelligence, computational machine learning
",0.6294350624084473,11.0,109.0,120.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Multiple Gaussian Process Models,0,0,0,0,1,"statistics machine learning, computational machine learning
",0.6148958206176758,8.0,98.0,106.0,"['stat.ML', 'cs.LG']"
Proximal Point Method for a Special Class of Nonconvex Functions on Hadamard Manifolds,0,0,0,1,0,"optimization and control, computational machine learning
",0.6143066883087158,8.0,112.0,120.0,"['math.OC', 'cs.LG']"
All Labels Together: Low-shot Intent Detection with an Efficient Label Semantic Encoding Paradigm,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",0.819197416305542,15.0,110.0,125.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
DualFL: A Duality-based Federated Learning Algorithm with Communication Acceleration in the General Convex Regime,0,0,1,1,0,"statistics machine learning, optimization and control, computational machine learning
",0.6585137844085693,12.0,113.0,125.0,"['stat.ML', 'math.OC', 'cs.LG']"
Explorations on high dimensional landscapes,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning
",1.3215136528015137,12.0,100.0,112.0,"['stat.ML', 'math.OC', 'cs.LG']"
Stochastic Rising Bandits,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.248746633529663,8.0,98.0,106.0,"['stat.ML', 'cs.LG']"
Optimal Regret Algorithm for Pseudo-1d Bandit Convex Optimization,0,0,1,0,0,"optimization and control, computational machine learning, statistics machine learning
",0.6707763671875,12.0,105.0,117.0,"['stat.ML', 'math.OC', 'cs.LG']"
Leveraging Key Information Modeling to Improve Less-Data Constrained News Headline Generation via Duality Fine-Tuning,0,1,0,0,0,"computation and language, artificial intelligence, computational machine learning
",0.6888575553894043,11.0,115.0,126.0,"['cs.AI', 'cs.CL', 'cs.LG']"
From Trojan Horses to Castle Walls: Unveiling Bilateral Backdoor Effects in Diffusion Models,0,0,1,0,0,"statistics machine learning, artificial intelligence
",0.6872761249542236,7.0,110.0,117.0,"['cs.AI', 'stat.ML']"
Enhancing Transformer Efficiency for Multivariate Time Series Classification,1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",0.6264803409576416,11.0,102.0,113.0,"['cs.AI', 'stat.ML', 'cs.LG']"
An End-to-End Framework for Marketing Effectiveness Optimization under Budget Constraint,0,0,1,0,0,"optimization and control, computational machine learning
",1.1369266510009766,8.0,108.0,116.0,"['math.OC', 'cs.LG']"
ExpDNN: Explainable Deep Neural Network,1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",0.5978026390075684,11.0,102.0,113.0,"['cs.AI', 'stat.ML', 'cs.LG']"
ScaLearn: Simple and Highly Parameter-Efficient Task Transfer by Learning to Scale,1,1,1,0,0,"statistics machine learning, computational machine learning
",1.0369081497192383,8.0,109.0,117.0,"['stat.ML', 'cs.LG']"
The Importance of Suppressing Domain Style in Authorship Analysis,0,1,0,0,0,"statistics machine learning, computation and language
",1.163111925125122,8.0,105.0,113.0,"['cs.CL', 'stat.ML']"
"A Kind Introduction to Lexical and Grammatical Aspect, with a Survey of Computational Approaches",0,1,0,0,0,"computation and language
",1.0899932384490967,4.0,111.0,115.0,['cs.CL']
CUNI Non-Autoregressive System for the WMT 22 Efficient Translation Shared Task,0,1,0,0,0,"computation and language
",0.5938971042633057,4.0,113.0,117.0,['cs.CL']
Spectral learning of Bernoulli linear dynamical systems models,0,0,1,0,1,"statistics machine learning, computational machine learning
",0.5569539070129395,8.0,102.0,110.0,"['stat.ML', 'cs.LG']"
The Inductive Bias of Restricted f-GANs,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1307954788208008,8.0,104.0,112.0,"['stat.ML', 'cs.LG']"
Least $H^2$ Norm Updating Quadratic Interpolation Model Function for Derivative-free Trust-region Algorithms,0,0,0,1,0,"optimization and control, computational machine learning
",0.5821468830108643,8.0,114.0,122.0,"['math.OC', 'cs.LG']"
nanoT5: A PyTorch Framework for Pre-training and Fine-tuning T5-style Models with Limited Resources,0,1,0,0,0,"computation and language, statistics machine learning, computational machine learning
",0.632035493850708,12.0,118.0,130.0,"['cs.CL', 'stat.ML', 'cs.LG']"
Towards Few-shot Inductive Link Prediction on Knowledge Graphs: A Relational Anonymous Walk-guided Neural Process Approach,1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",0.6351888179779053,11.0,115.0,126.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Bregman Golden Ratio Algorithms for Variational Inequalities,0,0,0,1,0,"optimization and control, computational machine learning
",1.1501078605651855,8.0,104.0,112.0,"['math.OC', 'cs.LG']"
Facets of a mixed-integer bilinear covering set with bounds on variables,0,0,0,1,0,"optimization and control
",0.5827324390411377,4.0,108.0,112.0,['math.OC']
Variational Density Propagation Continual Learning,0,0,1,0,1,"statistics machine learning, computational machine learning
",0.5718026161193848,8.0,101.0,109.0,"['stat.ML', 'cs.LG']"
Robust Stochastic Linear Contextual Bandits Under Adversarial Attacks,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning
",0.6726889610290527,12.0,106.0,118.0,"['stat.ML', 'math.OC', 'cs.LG']"
Variational Mixture-of-Experts Autoencoders for Multi-Modal Deep Generative Models,0,0,1,0,1,"statistics machine learning, artificial intelligence, computational machine learning
",0.8667123317718506,11.0,112.0,123.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Multiscale Linear-Quadratic Stochastic Optimal Control With Multiplicative Noise,0,0,0,1,0,"optimization and control
",1.2741212844848633,4.0,107.0,111.0,['math.OC']
Odds-Ratio Thompson Sampling to Control for Time-Varying Effect,0,0,1,0,1,"statistics machine learning, optimization and control
",0.6427111625671387,8.0,107.0,115.0,"['stat.ML', 'math.OC']"
TESSERACT: Gradient Flip Score to Secure Federated Learning Against Model Poisoning Attacks,0,0,1,0,0,"statistics machine learning, artificial intelligence, computational machine learning
",0.676123857498169,11.0,111.0,122.0,"['cs.AI', 'stat.ML', 'cs.LG']"
PAC-Bayes under potentially heavy tails,0,0,1,0,1,"statistics machine learning, computational machine learning
",0.6425018310546875,8.0,101.0,109.0,"['stat.ML', 'cs.LG']"
Denoising Criterion for Variational Auto-Encoding Framework,0,0,1,0,0,"statistics machine learning, computational machine learning
",0.6998953819274902,8.0,105.0,113.0,"['stat.ML', 'cs.LG']"
Minimizing Inputs for Strong Structural Controllability,0,0,0,1,0,"optimization and control
",0.5926551818847656,4.0,103.0,107.0,['math.OC']
Continuous MDP Homomorphisms and Homomorphic Policy Gradient,0,0,1,0,0,"computational machine learning, optimization and control
",0.6662049293518066,8.0,104.0,112.0,"['math.OC', 'cs.LG']"
A Representation Learning Perspective on the Importance of Train-Validation Splitting in Meta-Learning,1,0,1,0,0,"statistics machine learning, computational machine learning
",0.7023963928222656,8.0,111.0,119.0,"['stat.ML', 'cs.LG']"
Machine Learning based CVD Virtual Metrology in Mass Produced Semiconductor Process,1,0,1,0,0,"statistics machine learning, computational machine learning
",1.1387939453125,8.0,106.0,114.0,"['stat.ML', 'cs.LG']"
On two relaxations of quadratically-constrained cardinality minimization,0,0,0,1,0,"optimization and control, computational machine learning
",1.1340599060058594,8.0,105.0,113.0,"['math.OC', 'cs.LG']"
The Lipschitz-Variance-Margin Tradeoff for Enhanced Randomized Smoothing,0,0,1,0,1,"statistics machine learning, computational machine learning
",0.6561698913574219,8.0,107.0,115.0,"['stat.ML', 'cs.LG']"
Coordinated Proximal Policy Optimization,1,0,0,0,0,"optimization and control, computational machine learning
",0.5735504627227783,8.0,100.0,108.0,"['math.OC', 'cs.LG']"
Building Legal Datasets,1,0,1,0,0,"artificial intelligence, computation and language",0.5714514255523682,6.0,97.0,103.0,"['cs.AI', 'cs.CL']"
"Investigating Trade-offs in Utility, Fairness and Differential Privacy in Neural Networks",1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",0.5945079326629639,11.0,108.0,119.0,"['cs.AI', 'stat.ML', 'cs.LG']"
MASA-TCN: Multi-anchor Space-aware Temporal Convolutional Neural Networks for Continuous and Discrete EEG Emotion Recognition,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",0.5880398750305176,11.0,118.0,129.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Extended Feature Space-Based Automatic Melanoma Detection System,0,0,1,0,0,"statistics machine learning, artificial intelligence
",0.5708394050598145,7.0,104.0,111.0,"['cs.AI', 'stat.ML']"
Is Class-Incremental Enough for Continual Learning?,1,0,1,0,0,"statistics machine learning, computational machine learning
",0.6335196495056152,8.0,104.0,112.0,"['stat.ML', 'cs.LG']"
Learning How to Optimize Black-Box Functions With Extreme Limits on the Number of Function Evaluations,1,0,1,0,0,"statistics machine learning, optimization and control, computational machine learning
",0.6021463871002197,12.0,111.0,123.0,"['stat.ML', 'math.OC', 'cs.LG']"
Symbolic Probabilistic Inference with Evidence Potential,1,0,0,0,0,"artificial intelligence, statistics machine learning
",0.6265525817871094,7.0,101.0,108.0,"['cs.AI', 'stat.ML']"
Differentiable Logic Machines,1,0,0,0,0,"artificial intelligence, computational machine learning
",0.5584790706634521,7.0,98.0,105.0,"['cs.AI', 'cs.LG']"
LARF: Two-level Attention-based Random Forests with a Mixture of Contamination Models,1,0,1,0,1,"statistics machine learning, computational machine learning
",0.5746376514434814,8.0,111.0,119.0,"['stat.ML', 'cs.LG']"
Comparison of SMT and RBMT; The Requirement of Hybridization for Marathi-Hindi MT,0,1,0,0,0,"computation and language
",1.0683681964874268,4.0,111.0,115.0,['cs.CL']
Multimodal spatiotemporal graph neural networks for improved prediction of 30-day all-cause hospital readmission,1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",0.5593953132629395,11.0,116.0,127.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Algorithms that Approximate Data Removal: New Results and Limitations,0,0,1,0,1,"computational machine learning
",0.523230791091919,4.0,104.0,108.0,['cs.LG']
Synthetic Books,1,1,0,0,0,"statistics machine learning, artificial intelligence
",0.5705091953277588,7.0,96.0,103.0,"['cs.AI', 'stat.ML']"
Query-Focused EHR Summarization to Aid Imaging Diagnosis,0,0,1,0,1,"computation and language, artificial intelligence
",1.2508337497711182,7.0,104.0,111.0,"['cs.AI', 'cs.CL']"
Algorithm for the CSR expansion of max-plus matrices using the characteristic polynomial,0,0,0,1,0,"optimization and control, computational machine learning
",0.5224108695983887,8.0,108.0,116.0,"['math.OC', 'cs.LG']"
Hindi Question Generation Using Dependency Structures,0,1,0,0,0,"computation and language
",1.1060142517089844,4.0,100.0,104.0,['cs.CL']
Projection: A Unified Approach to Semi-Infinite Linear Programs and Duality in Convex Programming,0,0,0,1,0,"optimization and control
",1.0910379886627197,4.0,111.0,115.0,['math.OC']
Towards Learning to Speak and Hear Through Multi-Agent Communication over a Continuous Acoustic Channel,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning
",0.5914731025695801,11.0,110.0,121.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Declarative Guideline Conformance Checking of Clinical Treatments: A Case Study,1,0,0,0,0,"artificial intelligence, computation and language
",0.56207275390625,7.0,107.0,114.0,"['cs.AI', 'cs.CL']"
Benchmarking Cognitive Biases in Large Language Models as Evaluators,1,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning
",0.5985088348388672,11.0,106.0,117.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Beyond the Tip of the Iceberg: Assessing Coherence of Text Classifiers,0,1,0,0,0,"statistics machine learning, computation and language, artificial intelligence
",0.6105022430419922,11.0,109.0,120.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Bootstrapping Ternary Relation Extractors,1,1,0,0,0,"computation and language, artificial intelligence",0.6195149421691895,6.0,102.0,108.0,"['cs.AI', 'cs.CL']"
The OS* Algorithm: a Joint Approach to Exact Optimization and Sampling,1,1,1,0,0,"- optimization and control
- computational machine learning
",0.5997495651245117,10.0,107.0,117.0,"['math.OC', 'cs.LG']"
Modeling Interactions of Multimodal Road Users in Shared Spaces,1,0,0,0,0,"artificial intelligence, statistics machine learning
",0.5889735221862793,7.0,104.0,111.0,"['cs.AI', 'stat.ML']"
KL property of exponent $1/2$ of quadratic functions under nonnegative zero-norm constraints and applications,0,0,0,1,0,"optimization and control
",0.5181686878204346,4.0,114.0,118.0,['math.OC']
Controllability and Stabilizability Analysis of Signed Consensus Networks,0,0,0,1,0,"optimization and control
",0.6124193668365479,4.0,106.0,110.0,['math.OC']
A Computational Exploration of Emerging Methods of Variable Importance Estimation,0,0,1,0,1,"computational machine learning
",0.5919344425201416,4.0,104.0,108.0,['cs.LG']
Inferring networks from time series: a neural approach,0,0,1,1,0,"statistics machine learning, computational machine learning
",0.5455975532531738,8.0,104.0,112.0,"['stat.ML', 'cs.LG']"
Target-Side Context for Discriminative Models in Statistical Machine Translation,0,1,0,0,0,"computation and language, statistics machine learning
",1.2307093143463135,8.0,106.0,114.0,"['cs.CL', 'stat.ML']"
Temporal Density Extrapolation using a Dynamic Basis Approach,0,0,1,0,1,"- statistics machine learning
- artificial intelligence
",0.6076757907867432,9.0,104.0,113.0,"['cs.AI', 'stat.ML']"
VizSeq: A Visual Analysis Toolkit for Text Generation Tasks,0,1,0,0,0,"computation and language
artificial intelligence
",1.1571509838104248,7.0,105.0,112.0,"['cs.AI', 'cs.CL']"
Self-Training with Differentiable Teacher,0,1,1,0,0,"statistics machine learning, computational machine learning
",1.1842765808105469,8.0,101.0,109.0,"['stat.ML', 'cs.LG']"
Proximal gradient methods beyond monotony,0,0,0,1,0,"optimization and control, computational machine learning
",0.6254630088806152,8.0,100.0,108.0,"['math.OC', 'cs.LG']"
Narrative Interpolation for Generating and Understanding Stories,0,1,0,0,0,"artificial intelligence, computation and language
",1.1608269214630127,7.0,101.0,108.0,"['cs.AI', 'cs.CL']"
Multi Document Reading Comprehension,1,1,0,0,0,"computation and language
",1.2360973358154297,4.0,98.0,102.0,['cs.CL']
Target-agnostic Source-free Domain Adaptation for Regression Tasks,1,0,1,0,1,"statistics machine learning, computational machine learning
",0.6030404567718506,8.0,106.0,114.0,"['stat.ML', 'cs.LG']"
Inductive Graph Neural Networks for Spatiotemporal Kriging,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.176095724105835,8.0,105.0,113.0,"['stat.ML', 'cs.LG']"
Classifier ensemble creation via false labelling,0,0,1,0,0,"statistics machine learning, computational machine learning
",0.6116995811462402,8.0,100.0,108.0,"['stat.ML', 'cs.LG']"
Dynamic Quantum Games,0,0,0,1,0,"artificial intelligence, optimization and control
",0.5652079582214355,7.0,97.0,104.0,"['cs.AI', 'math.OC']"
Offline Policy Evaluation and Optimization under Confounding,0,0,1,0,1,"statistics machine learning, computational machine learning
",0.5879132747650146,8.0,103.0,111.0,"['stat.ML', 'cs.LG']"
A Cheaper and Better Diffusion Language Model with Soft-Masked Noise,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",0.7123997211456299,15.0,106.0,121.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Equivariant Graph Hierarchy-Based Neural Networks,0,0,1,0,0,"computational machine learning
",1.3241775035858154,4.0,103.0,107.0,['cs.LG']
Practical Active Learning with Model Selection for Small Data,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.1700983047485352,8.0,103.0,111.0,"['stat.ML', 'cs.LG']"
Beyond DAGs: Modeling Causal Feedback with Fuzzy Cognitive Maps,1,0,1,0,1,"artificial intelligence, computational machine learning
",1.0860357284545898,7.0,105.0,112.0,"['cs.AI', 'cs.LG']"
Towards Omni-generalizable Neural Methods for Vehicle Routing Problems,1,0,1,0,0,"computational machine learning, artificial intelligence
",3.039571762084961,7.0,105.0,112.0,"['cs.AI', 'cs.LG']"
A Meta Approach to Defend Noisy Labels by the Manifold Regularizer PSDR,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.3495817184448242,8.0,110.0,118.0,"['stat.ML', 'cs.LG']"
Towards Representation Learning with Tractable Probabilistic Models,1,0,1,0,1,"statistics machine learning, computational machine learning
",1.1703605651855469,8.0,103.0,111.0,"['stat.ML', 'cs.LG']"
Trainable Wavelet Neural Network for Non-Stationary Signals,0,0,1,0,0,"computational machine learning
",1.0890531539916992,4.0,106.0,110.0,['cs.LG']
The 4th International Workshop on Smart Simulation and Modelling for Complex Systems,1,0,0,0,0,"artificial intelligence, computational machine learning
",1.1824986934661865,7.0,108.0,115.0,"['cs.AI', 'cs.LG']"
Estimating long-term causal effects from short-term experiments and long-term observational data with unobserved confounding,0,0,1,0,1,"statistics machine learning, computational machine learning
",0.7532830238342285,8.0,115.0,123.0,"['stat.ML', 'cs.LG']"
An Iteratively Reweighted Method for Sparse Optimization on Nonconvex $\ell_{p}$ Ball,0,0,1,1,0,"optimization and control, computational machine learning
",1.1421866416931152,8.0,112.0,120.0,"['math.OC', 'cs.LG']"
Approximating Wisdom of Crowds using K-RBMs,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.3070001602172852,8.0,106.0,114.0,"['stat.ML', 'cs.LG']"
Learning user-defined sub-goals using memory editing in reinforcement learning,1,0,0,0,0,"artificial intelligence, computational machine learning
",1.1529350280761719,7.0,107.0,114.0,"['cs.AI', 'cs.LG']"
Absorbing Markov Decision Processes,0,0,0,1,0,"optimization and control
",1.2452459335327148,4.0,99.0,103.0,['math.OC']
Large Neighborhood-Based Metaheuristic and Branch-and-Price for the Pickup and Delivery Problem with Split Loads,1,0,0,0,0,"optimization and control
",1.0838396549224854,4.0,116.0,120.0,['math.OC']
Multilingual Universal Sentence Encoder for Semantic Retrieval,0,1,0,0,0,"computation and language, artificial intelligence, statistics machine learning
",1.1041505336761475,11.0,102.0,113.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Towards a Deep Unified Framework for Nuclear Reactor Perturbation Analysis,1,0,1,0,1,"computational machine learning
",1.1977529525756836,4.0,105.0,109.0,['cs.LG']
